# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.5350  eV
#     vib freq     dsigma/dOmega
       0.0000         0.43578E+00
     134.2028         0.37914E-04
     160.4145         0.56356E-08
     196.2225         0.62616E-04
     302.9662         0.20564E-03
     314.0737         0.83806E-05
     428.0712         0.21845E-03
     432.8977         0.29125E-04
     481.6447         0.69840E-03
     574.2820         0.14136E-03
     635.1156         0.24179E-03
     759.3504         0.50112E-05
     765.2594         0.25579E-02
     782.4596         0.44285E-04
     804.9719         0.16589E-05
     824.8905         0.15726E-03
     880.9217         0.10410E-03
     956.3940         0.24956E-07
    1011.0315         0.90020E-03
    1050.4946         0.14712E-03
    1080.6847         0.60551E-08
    1201.1152         0.24058E-02
    1248.2618         0.58674E-02
    1270.6608         0.35482E-02
    1397.0576         0.26550E-04
    1429.5035         0.13827E-03
    1470.7923         0.18587E-06
    1478.6589         0.32227E-02
    1492.2903         0.21531E-02
    1504.0930         0.19635E-01
    1551.7409         0.26105E-02
    1702.4011         0.10724E+00
    1725.7630         0.28116E-02
    1742.7371         0.31636E-01
    3059.8494         0.15470E-04
    3117.0181         0.83930E-07
    3144.5544         0.94766E-05
    3234.9849         0.29405E-03
    3303.5019         0.85000E-03
    3435.8805         0.63219E-03
