# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.5350  eV
#     vib freq     dsigma/dOmega
       0.0000         0.37769E+00
     134.2028         0.33193E-03
     160.4145         0.52534E-07
     196.2225         0.63770E-03
     302.9662         0.27521E-02
     314.0737         0.11535E-03
     428.0712         0.38846E-02
     432.8977         0.52247E-03
     481.6447         0.13483E-01
     574.2820         0.28644E-02
     635.1156         0.47125E-02
     759.3504         0.78857E-04
     765.2594         0.39722E-01
     782.4596         0.66100E-03
     804.9719         0.23460E-04
     824.8905         0.21167E-02
     880.9217         0.12120E-02
     956.3940         0.23742E-06
    1011.0315         0.73965E-02
    1050.4946         0.10875E-02
    1080.6847         0.41269E-07
    1201.1152         0.11746E-01
    1248.2618         0.25012E-01
    1270.6608         0.14170E-01
    1397.0576         0.73210E-04
    1429.5035         0.34715E-03
    1470.7923         0.41472E-06
    1478.6589         0.70318E-02
    1492.2903         0.45201E-02
    1504.0930         0.39867E-01
    1551.7409         0.46311E-02
    1702.4011         0.12237E+00
    1725.7630         0.29930E-02
    1742.7371         0.32036E-01
    3059.8494         0.30246E-04
    3117.0181         0.15634E-06
    3144.5544         0.17265E-04
    3234.9849         0.50048E-03
    3303.5019         0.13808E-02
    3435.8805         0.94895E-03
