# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.5320  eV
#     vib freq     dsigma/dOmega
       0.0000         0.36568E+00
      23.6997         0.10169E-03
      40.6518         0.57799E-04
      53.9545         0.39782E-04
      62.8630         0.73803E-04
      69.5887         0.71089E-04
     101.7442         0.78124E-03
     118.2485         0.99141E-04
     138.7096         0.71751E-04
     149.1788         0.19892E-04
     159.8440         0.59913E-04
     167.9592         0.24178E-02
     175.7391         0.64889E-04
     183.5732         0.56441E-05
     192.1327         0.45998E-03
     224.4472         0.10883E-04
     254.1260         0.61680E-04
     282.0351         0.58003E-04
     305.9821         0.94406E-03
     309.8139         0.33924E-03
     325.0444         0.48819E-04
     344.1425         0.62402E-04
     395.8559         0.16904E-02
     415.6368         0.15114E-03
     431.5848         0.99206E-03
     438.6288         0.22777E-03
     465.4921         0.21342E-03
     482.3865         0.23063E-02
     531.9302         0.83774E-05
     567.0993         0.15194E-03
     608.9594         0.10253E-04
     625.2400         0.13206E-02
     636.2482         0.78056E-03
     684.2638         0.62005E-02
     762.3259         0.58492E-04
     766.6493         0.63903E-02
     783.2079         0.90396E-04
     809.4517         0.15116E-05
     825.0917         0.63287E-03
     882.3865         0.97009E-03
     912.2086         0.72889E-02
     956.4500         0.96357E-06
    1012.2769         0.22746E-02
    1051.7976         0.61044E-03
    1080.6899         0.12351E-06
    1201.8191         0.68950E-02
    1248.7788         0.14592E-01
    1270.7560         0.90527E-02
    1397.0368         0.49465E-04
    1429.4934         0.25487E-03
    1470.7923         0.28503E-06
    1478.7287         0.55380E-02
    1492.2555         0.34865E-02
    1504.5582         0.31468E-01
    1552.3293         0.38402E-02
    1594.8073         0.25515E-03
    1606.2932         0.71253E-04
    1633.1116         0.91787E-03
    1669.2503         0.10462E-01
    1710.0514         0.12758E+00
    1726.4697         0.15019E-04
    1749.6754         0.20564E-01
    3059.8482         0.24550E-04
    3117.0181         0.11876E-06
    3144.5536         0.12610E-04
    3234.9849         0.40220E-03
    3295.0749         0.18233E-02
    3410.5667         0.74761E-03
    3434.6024         0.84254E-03
    3523.2178         0.51312E-02
    3668.4810         0.29313E-07
    3695.2025         0.14395E-08
    3734.8106         0.69011E-05
    3879.3355         0.76663E-06
    3892.8912         0.10941E-03
    3896.9960         0.86403E-10
