# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7650  eV
#     vib freq     dsigma/dOmega
       0.0000         0.10319E+07
      23.6997         0.33193E+02
      40.6518         0.28557E+01
      53.9545         0.38074E+02
      62.8630         0.38870E+00
      69.5887         0.53160E+01
     101.7442         0.25226E+02
     118.2485         0.99414E+02
     138.7096         0.15105E+04
     149.1788         0.74012E+03
     159.8440         0.26183E+01
     167.9592         0.63112E+03
     175.7391         0.71178E+02
     183.5732         0.26084E+03
     192.1327         0.45931E+02
     224.4472         0.20495E+03
     254.1260         0.17597E+01
     282.0351         0.34446E+02
     305.9821         0.45127E+01
     309.8139         0.88550E+02
     325.0444         0.18173E+02
     344.1425         0.45404E+03
     395.8559         0.51976E+02
     415.6368         0.26795E+04
     431.5848         0.24849E+03
     438.6288         0.24846E+04
     465.4921         0.11816E+02
     482.3865         0.10284E+03
     531.9302         0.69239E+03
     567.0993         0.26799E+04
     608.9594         0.34006E+03
     625.2400         0.93577E+03
     636.2482         0.35881E+04
     684.2638         0.49035E+01
     762.3259         0.34057E+01
     766.6493         0.20202E+04
     783.2079         0.64334E+02
     809.4517         0.11263E+03
     825.0917         0.74961E+04
     882.3865         0.71513E+03
     912.2086         0.35420E+03
     956.4500         0.16433E+01
    1012.2769         0.75537E+04
    1051.7976         0.10915E+01
    1080.6899         0.22993E+01
    1201.8191         0.18939E+05
    1248.7788         0.10492E+05
    1270.7560         0.18004E+05
    1397.0368         0.87880E+04
    1429.4934         0.37031E+03
    1470.7923         0.35812E+00
    1478.7287         0.90725E+04
    1492.2555         0.11553E+05
    1504.5582         0.13619E+06
    1552.3293         0.61386E+05
    1594.8073         0.53405E+02
    1606.2932         0.21046E+04
    1633.1116         0.23939E+04
    1669.2503         0.13706E+05
    1710.0514         0.11833E+06
    1726.4697         0.10061E+04
    1749.6754         0.41442E+05
    3059.8482         0.14075E+03
    3117.0181         0.10124E-02
    3144.5536         0.59099E-01
    3234.9849         0.19610E+04
    3295.0749         0.38707E+04
    3410.5667         0.16386E+03
    3434.6024         0.52440E+03
    3523.2178         0.46863E+02
    3668.4810         0.38559E+03
    3695.2025         0.47086E+03
    3734.8106         0.46500E+03
    3879.3355         0.10087E+01
    3892.8912         0.11822E+01
    3896.9960         0.31918E+02
