 # Mode   Huang-Rhys factor
           1  0.580637556094673     
           2  1.370049770360384E-002
           3  7.616254369309491E-002
           4  6.844652166938359E-003
           5  0.222688976916338     
           6  0.976100871423347     
           7  5.033366292805379E-002
           8  4.012063130191369E-002
           9  6.019500733652438E-003
          10  3.386298010434026E-004
          11  4.209246484796238E-003
          12  6.466956740925078E-003
          13  1.386134240757413E-004
          14  7.153765044030071E-003
          15  1.472005870757032E-004
          16  1.050934630405368E-003
          17  1.339746602959288E-003
          18  4.034566661536465E-003
          19  5.685198766650445E-003
          20  1.377820420115223E-003
          21  1.235950904613101E-002
          22  3.921526900524297E-004
          23  6.813666142089464E-002
          24  1.048884273321809E-003
          25  3.315596063776621E-002
          26  1.210663271097328E-002
          27  0.167581105838743     
          28  3.877546793893097E-003
          29  4.229575634090946E-002
          30  0.123105160743265     
          31  1.573309294799218E-002
          32  0.161144523965671     
          33  1.027856070435134E-003
          34  3.178266136567544E-003
          35  0.172143452331547     
          36  2.159366905450014E-003
          37  9.805516914585819E-004
          38  0.140134284160763     
          39  9.213658356739696E-003
          40  2.767964389770284E-003
          41  2.030483775994688E-005
          42  7.677627225676413E-002
          43  1.225450769667559E-002
          44  8.467043380198457E-005
          45  0.100751339974366     
          46  5.830895638723221E-003
          47  0.304910715283761     
          48  0.486738981312734     
          49  1.152663560553897E-004
          50  6.260956365307045E-006
          51  4.907251346596336E-002
          52  5.953239038848898E-003
          53  5.885422996561872E-002
          54  5.323787242902307E-003
          55  1.634779158981629E-003
          56  3.714971305495678E-003
          57  5.806378056321393E-003
          58  1.772679773308873E-002
          59  8.745154506040170E-002
          60  0.449545540423510     
          61  4.594572330247199E-002
          62  9.837683982760938E-004
          63  3.072850005090522E-009
          64  2.137061090532785E-004
          65  4.968012645353620E-003
          66  2.039607359228033E-003
          67  4.221181210449265E-004
          68  1.710776225679460E-003
          69  4.602898413466223E-004
          70  1.009394377413719E-004
          71  1.265212215116241E-004
          72  1.514514847413388E-004
          73  1.297659526375407E-007
          74  9.900061152224218E-006
          75  8.332200104765275E-006
