 # full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
 #at incident freq = ABS maximum    6.48000000000000        eV
 #    vib freq     dsigma/dOmega
       0.0000         0.68141E+07
     134.2028         0.10290E+03
     160.4145         0.93517E+01
     196.2225         0.87885E+02
     302.9662         0.29093E+04
     314.0737         0.37196E+03
     428.0711         0.32768E+05
     432.8977         0.38728E+05
     481.6446         0.75806E+04
     574.2819         0.24623E+05
     635.1155         0.33351E+05
     759.3503         0.22621E+04
     765.2593         0.76742E+05
     782.4595         0.90329E+03
     804.9718         0.39491E+03
     824.8904         0.75274E+05
     880.9216         0.48295E+04
     956.3939         0.67416E+01
    1011.0313         0.40849E+05
    1050.4944         0.24169E+05
    1080.6846         0.48731E+02
    1201.1150         0.51063E+05
    1248.2616         0.21172E+06
    1270.6606         0.64396E+05
    1397.0574         0.56226E+05
    1429.5033         0.28654E+04
    1470.7921         0.26519E+01
    1478.6587         0.10897E+06
    1492.2900         0.37463E+05
    1504.0927         0.68955E+06
    1551.7407         0.95412E+06
    1702.4008         0.14724E+06
    1725.7628         0.19937E+06
    1742.7369         0.99417E+05
    3059.8489         0.55793E+04
    3117.0176         0.11838E+02
    3144.5540         0.25100E+04
    3234.9844         0.27435E+04
    3303.5014         0.67693E+04
    3435.8800         0.21254E+04
