  Raman shift    inc freq             spec           a**2         g**2         d**2
       0.00      33512.32         0.16000E+05   0.89269E+04   0.45470E+05   0.00000E+00
       0.00      33552.65         0.16171E+05   0.90133E+04   0.46014E+05   0.00000E+00
       0.00      33592.97         0.16346E+05   0.91013E+04   0.46570E+05   0.00000E+00
       0.00      33633.30         0.16524E+05   0.91911E+04   0.47138E+05   0.00000E+00
       0.00      33673.63         0.16706E+05   0.92828E+04   0.47719E+05   0.00000E+00
       0.00      33713.96         0.16892E+05   0.93765E+04   0.48313E+05   0.00000E+00
       0.00      33754.28         0.17082E+05   0.94718E+04   0.48919E+05   0.00000E+00
       0.00      33794.61         0.17276E+05   0.95694E+04   0.49540E+05   0.00000E+00
       0.00      33834.94         0.17474E+05   0.96690E+04   0.50175E+05   0.00000E+00
       0.00      33875.27         0.17677E+05   0.97708E+04   0.50825E+05   0.00000E+00
       0.00      33915.60         0.17884E+05   0.98746E+04   0.51490E+05   0.00000E+00
       0.00      33955.92         0.18096E+05   0.99808E+04   0.52170E+05   0.00000E+00
       0.00      33996.25         0.18313E+05   0.10089E+05   0.52867E+05   0.00000E+00
       0.00      34036.58         0.18535E+05   0.10200E+05   0.53580E+05   0.00000E+00
       0.00      34076.91         0.18762E+05   0.10314E+05   0.54310E+05   0.00000E+00
       0.00      34117.23         0.18994E+05   0.10430E+05   0.55058E+05   0.00000E+00
       0.00      34157.56         0.19232E+05   0.10548E+05   0.55825E+05   0.00000E+00
       0.00      34197.89         0.19475E+05   0.10669E+05   0.56610E+05   0.00000E+00
       0.00      34238.22         0.19725E+05   0.10794E+05   0.57415E+05   0.00000E+00
       0.00      34278.55         0.19980E+05   0.10921E+05   0.58241E+05   0.00000E+00
       0.00      34318.87         0.20242E+05   0.11051E+05   0.59088E+05   0.00000E+00
       0.00      34359.20         0.20511E+05   0.11184E+05   0.59957E+05   0.00000E+00
       0.00      34399.53         0.20786E+05   0.11320E+05   0.60848E+05   0.00000E+00
       0.00      34439.86         0.21068E+05   0.11460E+05   0.61762E+05   0.00000E+00
       0.00      34480.18         0.21357E+05   0.11603E+05   0.62702E+05   0.00000E+00
       0.00      34520.51         0.21654E+05   0.11750E+05   0.63666E+05   0.00000E+00
       0.00      34560.84         0.21959E+05   0.11901E+05   0.64658E+05   0.00000E+00
       0.00      34601.17         0.22271E+05   0.12055E+05   0.65676E+05   0.00000E+00
       0.00      34641.49         0.22593E+05   0.12213E+05   0.66723E+05   0.00000E+00
       0.00      34681.82         0.22922E+05   0.12376E+05   0.67799E+05   0.00000E+00
       0.00      34722.15         0.23261E+05   0.12543E+05   0.68906E+05   0.00000E+00
       0.00      34762.48         0.23610E+05   0.12714E+05   0.70045E+05   0.00000E+00
       0.00      34802.81         0.23968E+05   0.12890E+05   0.71217E+05   0.00000E+00
       0.00      34843.13         0.24336E+05   0.13070E+05   0.72424E+05   0.00000E+00
       0.00      34883.46         0.24715E+05   0.13256E+05   0.73667E+05   0.00000E+00
       0.00      34923.79         0.25106E+05   0.13447E+05   0.74947E+05   0.00000E+00
       0.00      34964.12         0.25507E+05   0.13644E+05   0.76268E+05   0.00000E+00
       0.00      35004.44         0.25921E+05   0.13846E+05   0.77629E+05   0.00000E+00
       0.00      35044.77         0.26348E+05   0.14054E+05   0.79033E+05   0.00000E+00
       0.00      35085.10         0.26787E+05   0.14268E+05   0.80482E+05   0.00000E+00
       0.00      35125.43         0.27241E+05   0.14488E+05   0.81979E+05   0.00000E+00
       0.00      35165.75         0.27708E+05   0.14716E+05   0.83524E+05   0.00000E+00
       0.00      35206.08         0.28191E+05   0.14950E+05   0.85121E+05   0.00000E+00
       0.00      35246.41         0.28690E+05   0.15192E+05   0.86772E+05   0.00000E+00
       0.00      35286.74         0.29205E+05   0.15442E+05   0.88479E+05   0.00000E+00
       0.00      35327.07         0.29737E+05   0.15699E+05   0.90246E+05   0.00000E+00
       0.00      35367.39         0.30288E+05   0.15965E+05   0.92076E+05   0.00000E+00
       0.00      35407.72         0.30858E+05   0.16240E+05   0.93971E+05   0.00000E+00
       0.00      35448.05         0.31448E+05   0.16525E+05   0.95936E+05   0.00000E+00
       0.00      35488.38         0.32059E+05   0.16819E+05   0.97974E+05   0.00000E+00
       0.00      35528.70         0.32693E+05   0.17123E+05   0.10009E+06   0.00000E+00
       0.00      35569.03         0.33350E+05   0.17439E+05   0.10228E+06   0.00000E+00
       0.00      35609.36         0.34031E+05   0.17766E+05   0.10457E+06   0.00000E+00
       0.00      35649.69         0.34740E+05   0.18105E+05   0.10694E+06   0.00000E+00
       0.00      35690.01         0.35475E+05   0.18456E+05   0.10941E+06   0.00000E+00
       0.00      35730.34         0.36241E+05   0.18822E+05   0.11198E+06   0.00000E+00
       0.00      35770.67         0.37037E+05   0.19202E+05   0.11465E+06   0.00000E+00
       0.00      35811.00         0.37866E+05   0.19596E+05   0.11745E+06   0.00000E+00
       0.00      35851.33         0.38730E+05   0.20007E+05   0.12036E+06   0.00000E+00
       0.00      35891.65         0.39632E+05   0.20435E+05   0.12341E+06   0.00000E+00
       0.00      35931.98         0.40574E+05   0.20882E+05   0.12659E+06   0.00000E+00
       0.00      35972.31         0.41557E+05   0.21348E+05   0.12992E+06   0.00000E+00
       0.00      36012.64         0.42587E+05   0.21834E+05   0.13341E+06   0.00000E+00
       0.00      36052.96         0.43664E+05   0.22342E+05   0.13707E+06   0.00000E+00
       0.00      36093.29         0.44793E+05   0.22874E+05   0.14091E+06   0.00000E+00
       0.00      36133.62         0.45978E+05   0.23432E+05   0.14494E+06   0.00000E+00
       0.00      36173.95         0.47223E+05   0.24016E+05   0.14919E+06   0.00000E+00
       0.00      36214.27         0.48532E+05   0.24630E+05   0.15366E+06   0.00000E+00
       0.00      36254.60         0.49910E+05   0.25275E+05   0.15837E+06   0.00000E+00
       0.00      36294.93         0.51364E+05   0.25954E+05   0.16335E+06   0.00000E+00
       0.00      36335.26         0.52898E+05   0.26669E+05   0.16861E+06   0.00000E+00
       0.00      36375.59         0.54519E+05   0.27424E+05   0.17418E+06   0.00000E+00
       0.00      36415.91         0.56236E+05   0.28222E+05   0.18009E+06   0.00000E+00
       0.00      36456.24         0.58057E+05   0.29066E+05   0.18637E+06   0.00000E+00
       0.00      36496.57         0.59990E+05   0.29961E+05   0.19305E+06   0.00000E+00
       0.00      36536.90         0.62047E+05   0.30911E+05   0.20016E+06   0.00000E+00
       0.00      36577.22         0.64237E+05   0.31920E+05   0.20775E+06   0.00000E+00
       0.00      36617.55         0.66574E+05   0.32995E+05   0.21587E+06   0.00000E+00
       0.00      36657.88         0.69072E+05   0.34141E+05   0.22456E+06   0.00000E+00
       0.00      36698.21         0.71746E+05   0.35365E+05   0.23388E+06   0.00000E+00
       0.00      36738.53         0.74613E+05   0.36674E+05   0.24389E+06   0.00000E+00
       0.00      36778.86         0.77690E+05   0.38076E+05   0.25466E+06   0.00000E+00
       0.00      36819.19         0.80995E+05   0.39578E+05   0.26626E+06   0.00000E+00
       0.00      36859.52         0.84550E+05   0.41188E+05   0.27875E+06   0.00000E+00
       0.00      36899.85         0.88370E+05   0.42913E+05   0.29222E+06   0.00000E+00
       0.00      36940.17         0.92471E+05   0.44759E+05   0.30672E+06   0.00000E+00
       0.00      36980.50         0.96865E+05   0.46730E+05   0.32230E+06   0.00000E+00
       0.00      37020.83         0.10155E+06   0.48822E+05   0.33896E+06   0.00000E+00
       0.00      37061.16         0.10651E+06   0.51027E+05   0.35666E+06   0.00000E+00
       0.00      37101.48         0.11169E+06   0.53320E+05   0.37524E+06   0.00000E+00
       0.00      37141.81         0.11701E+06   0.55656E+05   0.39440E+06   0.00000E+00
       0.00      37182.14         0.12231E+06   0.57966E+05   0.41361E+06   0.00000E+00
       0.00      37222.47         0.12735E+06   0.60138E+05   0.43205E+06   0.00000E+00
       0.00      37262.79         0.13179E+06   0.62023E+05   0.44853E+06   0.00000E+00
       0.00      37303.12         0.13522E+06   0.63428E+05   0.46153E+06   0.00000E+00
       0.00      37343.45         0.13716E+06   0.64149E+05   0.46936E+06   0.00000E+00
       0.00      37383.78         0.13720E+06   0.64012E+05   0.47050E+06   0.00000E+00
       0.00      37424.11         0.13515E+06   0.62947E+05   0.46419E+06   0.00000E+00
       0.00      37464.43         0.13119E+06   0.61044E+05   0.45093E+06   0.00000E+00
       0.00      37504.76         0.12587E+06   0.58569E+05   0.43263E+06   0.00000E+00
       0.00      37545.09         0.12003E+06   0.55905E+05   0.41224E+06   0.00000E+00
       0.00      37585.42         0.11457E+06   0.53447E+05   0.39291E+06   0.00000E+00
       0.00      37625.74         0.11018E+06   0.51500E+05   0.37722E+06   0.00000E+00
       0.00      37666.07         0.10726E+06   0.50231E+05   0.36664E+06   0.00000E+00
       0.00      37706.40         0.10590E+06   0.49659E+05   0.36156E+06   0.00000E+00
       0.00      37746.73         0.10592E+06   0.49698E+05   0.36142E+06   0.00000E+00
       0.00      37787.05         0.10699E+06   0.50195E+05   0.36514E+06   0.00000E+00
       0.00      37827.38         0.10873E+06   0.50971E+05   0.37133E+06   0.00000E+00
       0.00      37867.71         0.11076E+06   0.51856E+05   0.37865E+06   0.00000E+00
       0.00      37908.04         0.11275E+06   0.52714E+05   0.38596E+06   0.00000E+00
       0.00      37948.37         0.11452E+06   0.53461E+05   0.39254E+06   0.00000E+00
       0.00      37988.69         0.11598E+06   0.54065E+05   0.39805E+06   0.00000E+00
       0.00      38029.02         0.11715E+06   0.54536E+05   0.40252E+06   0.00000E+00
       0.00      38069.35         0.11808E+06   0.54905E+05   0.40614E+06   0.00000E+00
       0.00      38109.68         0.11887E+06   0.55214E+05   0.40922E+06   0.00000E+00
       0.00      38150.00         0.11961E+06   0.55506E+05   0.41211E+06   0.00000E+00
       0.00      38190.33         0.12040E+06   0.55826E+05   0.41514E+06   0.00000E+00
       0.00      38230.66         0.12136E+06   0.56224E+05   0.41871E+06   0.00000E+00
       0.00      38270.99         0.12261E+06   0.56758E+05   0.42330E+06   0.00000E+00
       0.00      38311.32         0.12431E+06   0.57498E+05   0.42950E+06   0.00000E+00
       0.00      38351.64         0.12664E+06   0.58516E+05   0.43794E+06   0.00000E+00
       0.00      38391.97         0.12973E+06   0.59865E+05   0.44913E+06   0.00000E+00
       0.00      38432.30         0.13365E+06   0.61571E+05   0.46339E+06   0.00000E+00
       0.00      38472.63         0.13838E+06   0.63615E+05   0.48065E+06   0.00000E+00
       0.00      38512.95         0.14381E+06   0.65939E+05   0.50058E+06   0.00000E+00
       0.00      38553.28         0.14972E+06   0.68447E+05   0.52245E+06   0.00000E+00
       0.00      38593.61         0.15583E+06   0.71007E+05   0.54527E+06   0.00000E+00
       0.00      38633.94         0.16177E+06   0.73455E+05   0.56771E+06   0.00000E+00
       0.00      38674.26         0.16714E+06   0.75622E+05   0.58835E+06   0.00000E+00
       0.00      38714.59         0.17159E+06   0.77353E+05   0.60581E+06   0.00000E+00
       0.00      38754.92         0.17484E+06   0.78541E+05   0.61908E+06   0.00000E+00
       0.00      38795.25         0.17678E+06   0.79148E+05   0.62766E+06   0.00000E+00
       0.00      38835.58         0.17748E+06   0.79213E+05   0.63168E+06   0.00000E+00
       0.00      38875.90         0.17715E+06   0.78849E+05   0.63195E+06   0.00000E+00
       0.00      38916.23         0.17619E+06   0.78225E+05   0.62977E+06   0.00000E+00
       0.00      38956.56         0.17502E+06   0.77528E+05   0.62670E+06   0.00000E+00
       0.00      38996.89         0.17399E+06   0.76910E+05   0.62410E+06   0.00000E+00
       0.00      39037.21         0.17329E+06   0.76433E+05   0.62265E+06   0.00000E+00
       0.00      39077.54         0.17282E+06   0.76051E+05   0.62210E+06   0.00000E+00
       0.00      39117.87         0.17228E+06   0.75623E+05   0.62134E+06   0.00000E+00
       0.00      39158.20         0.17125E+06   0.74975E+05   0.61890E+06   0.00000E+00
       0.00      39198.52         0.16942E+06   0.73979E+05   0.61355E+06   0.00000E+00
       0.00      39238.85         0.16669E+06   0.72606E+05   0.60484E+06   0.00000E+00
       0.00      39279.18         0.16323E+06   0.70937E+05   0.59328E+06   0.00000E+00
       0.00      39319.51         0.15936E+06   0.69126E+05   0.58007E+06   0.00000E+00
       0.00      39359.84         0.15548E+06   0.67342E+05   0.56662E+06   0.00000E+00
       0.00      39400.16         0.15192E+06   0.65721E+05   0.55416E+06   0.00000E+00
       0.00      39440.49         0.14888E+06   0.64341E+05   0.54348E+06   0.00000E+00
       0.00      39480.82         0.14643E+06   0.63225E+05   0.53489E+06   0.00000E+00
       0.00      39521.15         0.14453E+06   0.62348E+05   0.52829E+06   0.00000E+00
       0.00      39561.47         0.14307E+06   0.61661E+05   0.52334E+06   0.00000E+00
       0.00      39601.80         0.14192E+06   0.61104E+05   0.51954E+06   0.00000E+00
       0.00      39642.13         0.14097E+06   0.60625E+05   0.51647E+06   0.00000E+00
       0.00      39682.46         0.14013E+06   0.60196E+05   0.51385E+06   0.00000E+00
       0.00      39722.78         0.13940E+06   0.59813E+05   0.51162E+06   0.00000E+00
       0.00      39763.11         0.13881E+06   0.59494E+05   0.50991E+06   0.00000E+00
       0.00      39803.44         0.13844E+06   0.59266E+05   0.50897E+06   0.00000E+00
       0.00      39843.77         0.13832E+06   0.59146E+05   0.50898E+06   0.00000E+00
       0.00      39884.10         0.13847E+06   0.59136E+05   0.51001E+06   0.00000E+00
       0.00      39924.42         0.13886E+06   0.59220E+05   0.51196E+06   0.00000E+00
       0.00      39964.75         0.13941E+06   0.59368E+05   0.51459E+06   0.00000E+00
       0.00      40005.08         0.14006E+06   0.59542E+05   0.51760E+06   0.00000E+00
       0.00      40045.41         0.14072E+06   0.59717E+05   0.52075E+06   0.00000E+00
       0.00      40085.73         0.14136E+06   0.59873E+05   0.52385E+06   0.00000E+00
       0.00      40126.06         0.14196E+06   0.60004E+05   0.52683E+06   0.00000E+00
       0.00      40166.39         0.14252E+06   0.60117E+05   0.52970E+06   0.00000E+00
       0.00      40206.72         0.14307E+06   0.60222E+05   0.53258E+06   0.00000E+00
       0.00      40247.04         0.14365E+06   0.60338E+05   0.53561E+06   0.00000E+00
       0.00      40287.37         0.14432E+06   0.60480E+05   0.53895E+06   0.00000E+00
       0.00      40327.70         0.14508E+06   0.60655E+05   0.54271E+06   0.00000E+00
       0.00      40368.03         0.14591E+06   0.60850E+05   0.54682E+06   0.00000E+00
       0.00      40408.36         0.14675E+06   0.61031E+05   0.55102E+06   0.00000E+00
       0.00      40448.68         0.14745E+06   0.61143E+05   0.55485E+06   0.00000E+00
       0.00      40489.01         0.14788E+06   0.61124E+05   0.55774E+06   0.00000E+00
       0.00      40529.34         0.14790E+06   0.60919E+05   0.55914E+06   0.00000E+00
       0.00      40569.67         0.14739E+06   0.60489E+05   0.55862E+06   0.00000E+00
       0.00      40609.99         0.14632E+06   0.59832E+05   0.55600E+06   0.00000E+00
       0.00      40650.32         0.14477E+06   0.58980E+05   0.55149E+06   0.00000E+00
       0.00      40690.65         0.14286E+06   0.57998E+05   0.54557E+06   0.00000E+00
       0.00      40730.98         0.14081E+06   0.56967E+05   0.53896E+06   0.00000E+00
       0.00      40771.30         0.13876E+06   0.55956E+05   0.53230E+06   0.00000E+00
       0.00      40811.63         0.13683E+06   0.55004E+05   0.52602E+06   0.00000E+00
       0.00      40851.96         0.13502E+06   0.54107E+05   0.52018E+06   0.00000E+00
       0.00      40892.29         0.13327E+06   0.53234E+05   0.51454E+06   0.00000E+00
       0.00      40932.62         0.13148E+06   0.52342E+05   0.50874E+06   0.00000E+00
       0.00      40972.94         0.12956E+06   0.51401E+05   0.50243E+06   0.00000E+00
       0.00      41013.27         0.12748E+06   0.50403E+05   0.49550E+06   0.00000E+00
       0.00      41053.60         0.12529E+06   0.49366E+05   0.48807E+06   0.00000E+00
       0.00      41093.93         0.12305E+06   0.48322E+05   0.48038E+06   0.00000E+00
       0.00      41134.25         0.12085E+06   0.47306E+05   0.47277E+06   0.00000E+00
       0.00      41174.58         0.11876E+06   0.46344E+05   0.46551E+06   0.00000E+00
       0.00      41214.91         0.11682E+06   0.45455E+05   0.45880E+06   0.00000E+00
       0.00      41255.24         0.11506E+06   0.44642E+05   0.45272E+06   0.00000E+00
       0.00      41295.56         0.11347E+06   0.43898E+05   0.44725E+06   0.00000E+00
       0.00      41335.89         0.11201E+06   0.43208E+05   0.44227E+06   0.00000E+00
       0.00      41376.22         0.11064E+06   0.42556E+05   0.43766E+06   0.00000E+00
       0.00      41416.55         0.10932E+06   0.41927E+05   0.43326E+06   0.00000E+00
       0.00      41456.88         0.10805E+06   0.41316E+05   0.42902E+06   0.00000E+00
       0.00      41497.20         0.10682E+06   0.40722E+05   0.42491E+06   0.00000E+00
       0.00      41537.53         0.10564E+06   0.40151E+05   0.42099E+06   0.00000E+00
       0.00      41577.86         0.10453E+06   0.39613E+05   0.41735E+06   0.00000E+00
       0.00      41618.19         0.10352E+06   0.39111E+05   0.41406E+06   0.00000E+00
       0.00      41658.51         0.10260E+06   0.38649E+05   0.41114E+06   0.00000E+00
       0.00      41698.84         0.10178E+06   0.38219E+05   0.40857E+06   0.00000E+00
       0.00      41739.17         0.10101E+06   0.37814E+05   0.40629E+06   0.00000E+00
       0.00      41779.50         0.10030E+06   0.37423E+05   0.40419E+06   0.00000E+00
       0.00      41819.82         0.99592E+05   0.37032E+05   0.40217E+06   0.00000E+00
       0.00      41860.15         0.98870E+05   0.36632E+05   0.40010E+06   0.00000E+00
       0.00      41900.48         0.98109E+05   0.36213E+05   0.39790E+06   0.00000E+00
       0.00      41940.81         0.97293E+05   0.35771E+05   0.39550E+06   0.00000E+00
       0.00      41981.14         0.96421E+05   0.35307E+05   0.39288E+06   0.00000E+00
       0.00      42021.46         0.95502E+05   0.34825E+05   0.39007E+06   0.00000E+00
       0.00      42061.79         0.94555E+05   0.34333E+05   0.38714E+06   0.00000E+00
       0.00      42102.12         0.93598E+05   0.33838E+05   0.38417E+06   0.00000E+00
       0.00      42142.45         0.92644E+05   0.33345E+05   0.38121E+06   0.00000E+00
       0.00      42182.77         0.91692E+05   0.32853E+05   0.37825E+06   0.00000E+00
       0.00      42223.10         0.90729E+05   0.32355E+05   0.37526E+06   0.00000E+00
       0.00      42263.43         0.89730E+05   0.31842E+05   0.37214E+06   0.00000E+00
       0.00      42303.76         0.88667E+05   0.31303E+05   0.36877E+06   0.00000E+00
       0.00      42344.09         0.87517E+05   0.30732E+05   0.36505E+06   0.00000E+00
       0.00      42384.41         0.86276E+05   0.30127E+05   0.36095E+06   0.00000E+00
       0.00      42424.74         0.84954E+05   0.29497E+05   0.35651E+06   0.00000E+00
       0.00      42465.07         0.83584E+05   0.28853E+05   0.35184E+06   0.00000E+00
       0.00      42505.40         0.82200E+05   0.28210E+05   0.34708E+06   0.00000E+00
       0.00      42545.72         0.80835E+05   0.27580E+05   0.34236E+06   0.00000E+00
       0.00      42586.05         0.79506E+05   0.26968E+05   0.33775E+06   0.00000E+00
       0.00      42626.38         0.78215E+05   0.26373E+05   0.33327E+06   0.00000E+00
       0.00      42666.71         0.76951E+05   0.25792E+05   0.32888E+06   0.00000E+00
       0.00      42707.03         0.75700E+05   0.25217E+05   0.32454E+06   0.00000E+00
       0.00      42747.36         0.74453E+05   0.24646E+05   0.32018E+06   0.00000E+00
       0.00      42787.69         0.73206E+05   0.24079E+05   0.31582E+06   0.00000E+00
       0.00      42828.02         0.71966E+05   0.23518E+05   0.31145E+06   0.00000E+00
       0.00      42868.35         0.70741E+05   0.22966E+05   0.30713E+06   0.00000E+00
       0.00      42908.67         0.69545E+05   0.22429E+05   0.30289E+06   0.00000E+00
       0.00      42949.00         0.68387E+05   0.21910E+05   0.29878E+06   0.00000E+00
       0.00      42989.33         0.67274E+05   0.21409E+05   0.29484E+06   0.00000E+00
       0.00      43029.66         0.66206E+05   0.20929E+05   0.29107E+06   0.00000E+00
       0.00      43069.98         0.65182E+05   0.20466E+05   0.28747E+06   0.00000E+00
       0.00      43110.31         0.64197E+05   0.20018E+05   0.28401E+06   0.00000E+00
       0.00      43150.64         0.63240E+05   0.19582E+05   0.28066E+06   0.00000E+00
       0.00      43190.97         0.62307E+05   0.19155E+05   0.27741E+06   0.00000E+00
       0.00      43231.29         0.61391E+05   0.18736E+05   0.27422E+06   0.00000E+00
       0.00      43271.62         0.60494E+05   0.18324E+05   0.27109E+06   0.00000E+00
       0.00      43311.95         0.59613E+05   0.17920E+05   0.26803E+06   0.00000E+00
       0.00      43352.28         0.58753E+05   0.17524E+05   0.26504E+06   0.00000E+00
       0.00      43392.61         0.57914E+05   0.17138E+05   0.26213E+06   0.00000E+00
       0.00      43432.93         0.57097E+05   0.16760E+05   0.25931E+06   0.00000E+00
       0.00      43473.26         0.56301E+05   0.16390E+05   0.25657E+06   0.00000E+00
       0.00      43513.59         0.55524E+05   0.16028E+05   0.25390E+06   0.00000E+00
       0.00      43553.92         0.54762E+05   0.15671E+05   0.25130E+06   0.00000E+00
       0.00      43594.24         0.54011E+05   0.15319E+05   0.24874E+06   0.00000E+00
       0.00      43634.57         0.53265E+05   0.14968E+05   0.24619E+06   0.00000E+00
       0.00      43674.90         0.52519E+05   0.14618E+05   0.24365E+06   0.00000E+00
       0.00      43715.23         0.51771E+05   0.14268E+05   0.24109E+06   0.00000E+00
       0.00      43755.55         0.51021E+05   0.13919E+05   0.23851E+06   0.00000E+00
       0.00      43795.88         0.50269E+05   0.13570E+05   0.23592E+06   0.00000E+00
       0.00      43836.21         0.49520E+05   0.13224E+05   0.23333E+06   0.00000E+00
       0.00      43876.54         0.48777E+05   0.12881E+05   0.23076E+06   0.00000E+00
       0.00      43916.87         0.48043E+05   0.12543E+05   0.22822E+06   0.00000E+00
       0.00      43957.19         0.47320E+05   0.12210E+05   0.22571E+06   0.00000E+00
       0.00      43997.52         0.46605E+05   0.11881E+05   0.22323E+06   0.00000E+00
       0.00      44037.85         0.45897E+05   0.11555E+05   0.22077E+06   0.00000E+00
       0.00      44078.18         0.45192E+05   0.11231E+05   0.21832E+06   0.00000E+00
       0.00      44118.50         0.44488E+05   0.10909E+05   0.21586E+06   0.00000E+00
       0.00      44158.83         0.43786E+05   0.10590E+05   0.21340E+06   0.00000E+00
       0.00      44199.16         0.43086E+05   0.10273E+05   0.21094E+06   0.00000E+00
       0.00      44239.49         0.42395E+05   0.99611E+04   0.20850E+06   0.00000E+00
       0.00      44279.81         0.41716E+05   0.96553E+04   0.20611E+06   0.00000E+00
       0.00      44320.14         0.41053E+05   0.93564E+04   0.20376E+06   0.00000E+00
       0.00      44360.47         0.40406E+05   0.90645E+04   0.20148E+06   0.00000E+00
       0.00      44400.80         0.39776E+05   0.87795E+04   0.19927E+06   0.00000E+00
       0.00      44441.13         0.39162E+05   0.85007E+04   0.19711E+06   0.00000E+00
       0.00      44481.45         0.38561E+05   0.82276E+04   0.19500E+06   0.00000E+00
       0.00      44521.78         0.37974E+05   0.79600E+04   0.19295E+06   0.00000E+00
       0.00      44562.11         0.37400E+05   0.76977E+04   0.19094E+06   0.00000E+00
       0.00      44602.44         0.36839E+05   0.74410E+04   0.18899E+06   0.00000E+00
       0.00      44642.76         0.36293E+05   0.71900E+04   0.18709E+06   0.00000E+00
       0.00      44683.09         0.35762E+05   0.69450E+04   0.18525E+06   0.00000E+00
       0.00      44723.42         0.35246E+05   0.67060E+04   0.18347E+06   0.00000E+00
       0.00      44763.75         0.34748E+05   0.64731E+04   0.18177E+06   0.00000E+00
       0.00      44804.07         0.34267E+05   0.62460E+04   0.18013E+06   0.00000E+00
       0.00      44844.40         0.33801E+05   0.60245E+04   0.17856E+06   0.00000E+00
       0.00      44884.73         0.33350E+05   0.58081E+04   0.17706E+06   0.00000E+00
       0.00      44925.06         0.32914E+05   0.55966E+04   0.17561E+06   0.00000E+00
       0.00      44965.39         0.32491E+05   0.53895E+04   0.17422E+06   0.00000E+00
       0.00      45005.71         0.32081E+05   0.51869E+04   0.17289E+06   0.00000E+00
       0.00      45046.04         0.31684E+05   0.49884E+04   0.17162E+06   0.00000E+00
       0.00      45086.37         0.31300E+05   0.47943E+04   0.17040E+06   0.00000E+00
       0.00      45126.70         0.30929E+05   0.46043E+04   0.16923E+06   0.00000E+00
       0.00      45167.02         0.30572E+05   0.44187E+04   0.16813E+06   0.00000E+00
       0.00      45207.35         0.30227E+05   0.42373E+04   0.16708E+06   0.00000E+00
       0.00      45247.68         0.29897E+05   0.40603E+04   0.16610E+06   0.00000E+00
       0.00      45288.01         0.29581E+05   0.38874E+04   0.16517E+06   0.00000E+00
       0.00      45328.33         0.29279E+05   0.37189E+04   0.16432E+06   0.00000E+00
       0.00      45368.66         0.28991E+05   0.35544E+04   0.16352E+06   0.00000E+00
       0.00      45408.99         0.28717E+05   0.33942E+04   0.16279E+06   0.00000E+00
       0.00      45449.32         0.28456E+05   0.32383E+04   0.16211E+06   0.00000E+00
       0.00      45489.65         0.28210E+05   0.30867E+04   0.16151E+06   0.00000E+00
       0.00      45529.97         0.27979E+05   0.29399E+04   0.16096E+06   0.00000E+00
       0.00      45570.30         0.27763E+05   0.27982E+04   0.16049E+06   0.00000E+00
