# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7650  eV
#     vib freq     dsigma/dOmega
       0.0000         0.96502E+06
     134.2028         0.67751E+00
     160.4145         0.11897E+00
     196.2225         0.21829E-02
     302.9662         0.90293E+02
     314.0737         0.18467E+01
     428.0712         0.13228E+04
     432.8977         0.14141E+04
     481.6447         0.70306E+02
     574.2820         0.23589E+04
     635.1156         0.56285E+04
     759.3504         0.34603E+01
     765.2594         0.36495E+04
     782.4596         0.11075E+03
     804.9719         0.14252E+03
     824.8905         0.14548E+05
     880.9217         0.21215E+04
     956.3940         0.17941E+01
    1011.0315         0.18070E+05
    1050.4946         0.76443E+01
    1080.6847         0.57897E+01
    1201.1152         0.39777E+05
    1248.2618         0.23350E+05
    1270.6608         0.36478E+05
    1397.0576         0.15417E+05
    1429.5035         0.62426E+03
    1470.7923         0.58993E+00
    1478.6589         0.15194E+05
    1492.2903         0.16424E+05
    1504.0930         0.19443E+06
    1551.7409         0.86819E+05
    1702.4011         0.12544E+06
    1725.7630         0.52628E+03
    1742.7371         0.57735E+05
    3059.8494         0.19510E+03
    3117.0181         0.13363E-02
    3144.5544         0.80735E-01
    3234.9849         0.24086E+04
    3303.5019         0.47521E+04
    3435.8805         0.47556E+03
