 # full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
 #at incident freq = ABS maximum    5.03500000000000        eV
 #    vib freq     dsigma/dOmega
       0.0000         0.33057E+07
      23.6997         0.22273E+03
      40.6518         0.15530E+02
      53.9545         0.15280E+03
      62.8630         0.18654E+02
      69.5887         0.74562E+03
     101.7442         0.70091E+04
     118.2485         0.48791E+03
     138.7096         0.53356E+03
     149.1788         0.92378E+02
     159.8440         0.59592E+01
     167.9591         0.81685E+02
     175.7391         0.13655E+03
     183.5732         0.31842E+01
     192.1327         0.17932E+03
     224.4472         0.49423E+01
     254.1259         0.44268E+02
     282.0350         0.67899E+02
     305.9820         0.23557E+03
     309.8139         0.33888E+03
     325.0443         0.88982E+02
     344.1424         0.87810E+03
     395.8558         0.35021E+02
     415.6368         0.65456E+04
     431.5847         0.10667E+03
     438.6288         0.34619E+04
     465.4920         0.13834E+04
     482.3864         0.20211E+05
     531.9302         0.54058E+03
     567.0992         0.64720E+04
     608.9593         0.20857E+05
     625.2399         0.27672E+04
     636.2481         0.29036E+05
     684.2637         0.20426E+03
     762.3258         0.72973E+03
     766.6492         0.39812E+05
     783.2078         0.51329E+03
     809.4516         0.24310E+03
     825.0916         0.35595E+05
     882.3864         0.25485E+04
     912.2085         0.79942E+03
     956.4498         0.62315E+01
    1012.2767         0.25451E+05
    1051.7974         0.42911E+04
    1080.6898         0.30881E+02
    1201.8189         0.44104E+05
    1248.7787         0.27666E+04
    1270.7559         0.15039E+06
    1397.0366         0.30915E+06
    1429.4932         0.78418E+02
    1470.7921         0.46551E+01
    1478.7285         0.37095E+05
    1492.2553         0.46289E+04
    1504.5580         0.46948E+05
    1552.3291         0.46762E+04
    1594.8071         0.15581E+04
    1606.2929         0.36163E+04
    1633.1113         0.59307E+04
    1669.2500         0.19277E+05
    1710.0512         0.10182E+06
    1726.4695         0.53792E+06
    1749.6751         0.57067E+05
    3059.8478         0.21340E+04
    3117.0176         0.69230E-02
    3144.5532         0.49390E+03
    3234.9845         0.12682E+05
    3295.0745         0.55863E+04
    3410.5662         0.12894E+04
    3434.6019         0.53082E+04
    3523.2173         0.14835E+04
    3668.4805         0.32870E+03
    3695.2019         0.41108E+03
    3734.8101         0.48974E+03
    3879.3350         0.40871E+00
    3892.8906         0.31093E+02
    3896.9955         0.26136E+02
