# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.2750  eV
#     vib freq     dsigma/dOmega
       0.0000         0.42053E+07
      23.6997         0.24483E+02
      40.6518         0.57994E+02
      53.9545         0.17765E+00
      62.8630         0.83789E+02
      69.5887         0.16746E+02
     101.7442         0.69734E+01
     118.2485         0.19218E+02
     138.7096         0.85711E+00
     149.1788         0.72916E+03
     159.8440         0.31015E+02
     167.9592         0.25110E+02
     175.7391         0.11029E+03
     183.5732         0.62806E+02
     192.1327         0.35741E+03
     224.4472         0.27973E+03
     254.1260         0.96642E+00
     282.0351         0.36692E+02
     305.9821         0.17512E+03
     309.8139         0.40293E+03
     325.0444         0.43313E+02
     344.1425         0.32658E+03
     395.8559         0.63112E+00
     415.6368         0.11604E+05
     431.5848         0.18146E+03
     438.6288         0.74166E+04
     465.4921         0.12799E+04
     482.3865         0.75169E+04
     531.9302         0.50663E+03
     567.0993         0.83232E+03
     608.9594         0.48676E+02
     625.2400         0.19577E+03
     636.2482         0.35065E+04
     684.2638         0.51423E+03
     762.3259         0.39708E+04
     766.6493         0.85606E+05
     783.2079         0.92288E+03
     809.4517         0.27695E+01
     825.0917         0.60897E+05
     882.3865         0.15624E+00
     912.2086         0.14426E+03
     956.4500         0.84839E+01
    1012.2769         0.27683E+05
    1051.7976         0.27312E+05
    1080.6899         0.41558E+02
    1201.8191         0.10208E+04
    1248.7788         0.18092E+06
    1270.7560         0.15289E+05
    1397.0368         0.66255E+05
    1429.4934         0.20947E+04
    1470.7923         0.16382E+01
    1478.7287         0.92232E+05
    1492.2555         0.16780E+05
    1504.5582         0.46764E+06
    1552.3293         0.92621E+06
    1594.8073         0.44304E+04
    1606.2932         0.87317E+03
    1633.1116         0.61308E+01
    1669.2503         0.10681E+04
    1710.0514         0.48732E+03
    1726.4697         0.25700E+06
    1749.6754         0.26263E+05
    3059.8482         0.56522E+04
    3117.0181         0.11738E+02
    3144.5536         0.25211E+04
    3234.9849         0.52233E+03
    3295.0749         0.11675E+04
    3410.5667         0.41540E-01
    3434.6024         0.14590E+04
    3523.2178         0.49026E+02
    3668.4810         0.76171E+03
    3695.2025         0.18399E+04
    3734.8106         0.15767E+04
    3879.3355         0.78537E+00
    3892.8912         0.28901E+00
    3896.9960         0.75343E+02
