 # full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
 #at incident freq = ABS maximum    6.76500000000000        eV
 #    vib freq     dsigma/dOmega
       0.0000         0.62280E+07
     134.2028         0.32331E+02
     160.4145         0.17962E+01
     196.2225         0.61956E+02
     302.9662         0.12621E+03
     314.0737         0.18626E+03
     428.0711         0.33622E+04
     432.8977         0.48737E+04
     481.6446         0.44149E+04
     574.2819         0.29224E+04
     635.1155         0.10978E+05
     759.3503         0.12441E+04
     765.2593         0.51881E+05
     782.4595         0.65547E+03
     804.9718         0.18923E+03
     824.8904         0.58180E+05
     880.9216         0.25939E+04
     956.3939         0.58265E+01
    1011.0313         0.38727E+05
    1050.4944         0.10953E+05
    1080.6846         0.17947E+02
    1201.1150         0.44136E+05
    1248.2616         0.90938E+05
    1270.6606         0.39033E+05
    1397.0574         0.31871E+05
    1429.5033         0.15870E+04
    1470.7921         0.17275E+01
    1478.6587         0.59054E+05
    1492.2900         0.25927E+05
    1504.0927         0.40932E+06
    1551.7407         0.47536E+06
    1702.4008         0.13922E+06
    1725.7628         0.11085E+06
    1742.7369         0.79566E+05
    3059.8489         0.30503E+04
    3117.0176         0.63960E+01
    3144.5540         0.14139E+04
    3234.9844         0.22186E+04
    3303.5014         0.84389E+04
    3435.8800         0.20932E+04
