  Pre-resonance RR spectrum
  According to gradient approx. in arb. units
  
   Raman shift(cm-1)     Intensity(arb units)
   134.202814278547       2.402335052265579E-009
   160.414498648764       3.476741050823231E-010
   196.222506968502       5.065302738215527E-012
   302.966173025398       1.211325526078468E-007
   314.073671935786       2.357227350840594E-009
   428.071093190380       1.054808647289857E-006
   432.897665547400       1.106636337547488E-006
   481.644642802642       4.569057744292011E-008
   574.281892240853       1.099558077553704E-006
   635.115536576403       2.152709362489835E-006
   759.350305925986       9.470445057363723E-010
   765.259342626693       9.858438845741449E-007
   782.459498931941       2.884708432034318E-008
   804.971812791669       3.552928056193758E-008
   824.890419588050       3.502295026463962E-006
   880.921590561729       4.717769475144153E-007
   956.393872992547       3.735349687837432E-010
   1011.03132395919       3.682423127090516E-006
   1050.49441885302       1.554083102819983E-009
   1080.68456030992       1.183623879104257E-009
   1201.11498820904       8.803011472514282E-006
   1248.26158530938       5.433003835705356E-006
   1270.66058734767       8.715088737234370E-006
   1397.05735703157       4.397253324687580E-006
   1429.50333207675       1.875731779759518E-007
   1470.79206348555       1.899234670899565E-010
   1478.65872220129       4.957461150683392E-006
   1492.29004568400       5.485526080989961E-006
   1504.09274136089       6.627216258050711E-005
   1551.74072319308       3.213871151842940E-005
   1702.40081451181       5.957815973329378E-005
   1725.76279086928       2.588992536689411E-007
   1742.73689770987       2.911386858453908E-005
   3059.84894563390       8.803592601143372E-008
   3117.01761474273       6.368611215214095E-013
   3144.55398470318       3.952463552921597E-011
   3234.98442999435       1.287934795963282E-006
   3303.50140753217       2.713190139755382E-006
   3435.88003771406       3.060495454900632E-007
