  Raman shift    inc freq             spec           a**2         g**2         d**2
       0.00      33512.32         0.16010E+05   0.89354E+04   0.45478E+05   0.00000E+00
       0.00      33552.65         0.16181E+05   0.90218E+04   0.46022E+05   0.00000E+00
       0.00      33592.97         0.16355E+05   0.91098E+04   0.46578E+05   0.00000E+00
       0.00      33633.30         0.16534E+05   0.91997E+04   0.47146E+05   0.00000E+00
       0.00      33673.63         0.16716E+05   0.92915E+04   0.47727E+05   0.00000E+00
       0.00      33713.96         0.16902E+05   0.93852E+04   0.48321E+05   0.00000E+00
       0.00      33754.28         0.17091E+05   0.94805E+04   0.48927E+05   0.00000E+00
       0.00      33794.61         0.17286E+05   0.95781E+04   0.49548E+05   0.00000E+00
       0.00      33834.94         0.17484E+05   0.96778E+04   0.50183E+05   0.00000E+00
       0.00      33875.27         0.17687E+05   0.97796E+04   0.50833E+05   0.00000E+00
       0.00      33915.60         0.17894E+05   0.98835E+04   0.51497E+05   0.00000E+00
       0.00      33955.92         0.18106E+05   0.99898E+04   0.52178E+05   0.00000E+00
       0.00      33996.25         0.18323E+05   0.10098E+05   0.52874E+05   0.00000E+00
       0.00      34036.58         0.18545E+05   0.10209E+05   0.53588E+05   0.00000E+00
       0.00      34076.91         0.18772E+05   0.10323E+05   0.54317E+05   0.00000E+00
       0.00      34117.23         0.19004E+05   0.10439E+05   0.55065E+05   0.00000E+00
       0.00      34157.56         0.19243E+05   0.10557E+05   0.55832E+05   0.00000E+00
       0.00      34197.89         0.19486E+05   0.10679E+05   0.56617E+05   0.00000E+00
       0.00      34238.22         0.19735E+05   0.10803E+05   0.57423E+05   0.00000E+00
       0.00      34278.55         0.19991E+05   0.10930E+05   0.58248E+05   0.00000E+00
       0.00      34318.87         0.20253E+05   0.11060E+05   0.59095E+05   0.00000E+00
       0.00      34359.20         0.20521E+05   0.11194E+05   0.59964E+05   0.00000E+00
       0.00      34399.53         0.20796E+05   0.11330E+05   0.60856E+05   0.00000E+00
       0.00      34439.86         0.21078E+05   0.11470E+05   0.61770E+05   0.00000E+00
       0.00      34480.18         0.21368E+05   0.11613E+05   0.62709E+05   0.00000E+00
       0.00      34520.51         0.21665E+05   0.11760E+05   0.63674E+05   0.00000E+00
       0.00      34560.84         0.21970E+05   0.11911E+05   0.64665E+05   0.00000E+00
       0.00      34601.17         0.22282E+05   0.12065E+05   0.65683E+05   0.00000E+00
       0.00      34641.49         0.22604E+05   0.12223E+05   0.66730E+05   0.00000E+00
       0.00      34681.82         0.22934E+05   0.12386E+05   0.67807E+05   0.00000E+00
       0.00      34722.15         0.23273E+05   0.12553E+05   0.68913E+05   0.00000E+00
       0.00      34762.48         0.23621E+05   0.12724E+05   0.70052E+05   0.00000E+00
       0.00      34802.81         0.23979E+05   0.12900E+05   0.71224E+05   0.00000E+00
       0.00      34843.13         0.24348E+05   0.13081E+05   0.72431E+05   0.00000E+00
       0.00      34883.46         0.24727E+05   0.13267E+05   0.73674E+05   0.00000E+00
       0.00      34923.79         0.25117E+05   0.13457E+05   0.74954E+05   0.00000E+00
       0.00      34964.12         0.25519E+05   0.13654E+05   0.76275E+05   0.00000E+00
       0.00      35004.44         0.25933E+05   0.13856E+05   0.77636E+05   0.00000E+00
       0.00      35044.77         0.26359E+05   0.14064E+05   0.79040E+05   0.00000E+00
       0.00      35085.10         0.26799E+05   0.14278E+05   0.80489E+05   0.00000E+00
       0.00      35125.43         0.27253E+05   0.14499E+05   0.81986E+05   0.00000E+00
       0.00      35165.75         0.27720E+05   0.14727E+05   0.83531E+05   0.00000E+00
       0.00      35206.08         0.28203E+05   0.14961E+05   0.85128E+05   0.00000E+00
       0.00      35246.41         0.28702E+05   0.15203E+05   0.86779E+05   0.00000E+00
       0.00      35286.74         0.29217E+05   0.15453E+05   0.88486E+05   0.00000E+00
       0.00      35327.07         0.29750E+05   0.15710E+05   0.90253E+05   0.00000E+00
       0.00      35367.39         0.30301E+05   0.15977E+05   0.92083E+05   0.00000E+00
       0.00      35407.72         0.30870E+05   0.16252E+05   0.93978E+05   0.00000E+00
       0.00      35448.05         0.31461E+05   0.16536E+05   0.95943E+05   0.00000E+00
       0.00      35488.38         0.32072E+05   0.16831E+05   0.97981E+05   0.00000E+00
       0.00      35528.70         0.32706E+05   0.17135E+05   0.10010E+06   0.00000E+00
       0.00      35569.03         0.33362E+05   0.17451E+05   0.10229E+06   0.00000E+00
       0.00      35609.36         0.34044E+05   0.17778E+05   0.10457E+06   0.00000E+00
       0.00      35649.69         0.34753E+05   0.18117E+05   0.10695E+06   0.00000E+00
       0.00      35690.01         0.35489E+05   0.18469E+05   0.10941E+06   0.00000E+00
       0.00      35730.34         0.36254E+05   0.18834E+05   0.11198E+06   0.00000E+00
       0.00      35770.67         0.37050E+05   0.19214E+05   0.11466E+06   0.00000E+00
       0.00      35811.00         0.37880E+05   0.19609E+05   0.11745E+06   0.00000E+00
       0.00      35851.33         0.38744E+05   0.20020E+05   0.12037E+06   0.00000E+00
       0.00      35891.65         0.39646E+05   0.20448E+05   0.12341E+06   0.00000E+00
       0.00      35931.98         0.40588E+05   0.20895E+05   0.12660E+06   0.00000E+00
       0.00      35972.31         0.41572E+05   0.21361E+05   0.12993E+06   0.00000E+00
       0.00      36012.64         0.42601E+05   0.21847E+05   0.13342E+06   0.00000E+00
       0.00      36052.96         0.43678E+05   0.22356E+05   0.13707E+06   0.00000E+00
       0.00      36093.29         0.44808E+05   0.22888E+05   0.14091E+06   0.00000E+00
       0.00      36133.62         0.45993E+05   0.23446E+05   0.14495E+06   0.00000E+00
       0.00      36173.95         0.47238E+05   0.24030E+05   0.14919E+06   0.00000E+00
       0.00      36214.27         0.48547E+05   0.24644E+05   0.15366E+06   0.00000E+00
       0.00      36254.60         0.49926E+05   0.25289E+05   0.15838E+06   0.00000E+00
       0.00      36294.93         0.51379E+05   0.25968E+05   0.16335E+06   0.00000E+00
       0.00      36335.26         0.52914E+05   0.26684E+05   0.16862E+06   0.00000E+00
       0.00      36375.59         0.54535E+05   0.27439E+05   0.17419E+06   0.00000E+00
       0.00      36415.91         0.56252E+05   0.28237E+05   0.18010E+06   0.00000E+00
       0.00      36456.24         0.58073E+05   0.29082E+05   0.18637E+06   0.00000E+00
       0.00      36496.57         0.60007E+05   0.29976E+05   0.19305E+06   0.00000E+00
       0.00      36536.90         0.62063E+05   0.30927E+05   0.20017E+06   0.00000E+00
       0.00      36577.22         0.64254E+05   0.31936E+05   0.20776E+06   0.00000E+00
       0.00      36617.55         0.66591E+05   0.33011E+05   0.21587E+06   0.00000E+00
       0.00      36657.88         0.69090E+05   0.34158E+05   0.22456E+06   0.00000E+00
       0.00      36698.21         0.71764E+05   0.35382E+05   0.23388E+06   0.00000E+00
       0.00      36738.53         0.74631E+05   0.36692E+05   0.24389E+06   0.00000E+00
       0.00      36778.86         0.77708E+05   0.38094E+05   0.25467E+06   0.00000E+00
       0.00      36819.19         0.81014E+05   0.39596E+05   0.26626E+06   0.00000E+00
       0.00      36859.52         0.84569E+05   0.41206E+05   0.27876E+06   0.00000E+00
       0.00      36899.85         0.88389E+05   0.42932E+05   0.29223E+06   0.00000E+00
       0.00      36940.17         0.92491E+05   0.44778E+05   0.30672E+06   0.00000E+00
       0.00      36980.50         0.96886E+05   0.46749E+05   0.32230E+06   0.00000E+00
       0.00      37020.83         0.10157E+06   0.48842E+05   0.33897E+06   0.00000E+00
       0.00      37061.16         0.10653E+06   0.51047E+05   0.35666E+06   0.00000E+00
       0.00      37101.48         0.11171E+06   0.53340E+05   0.37525E+06   0.00000E+00
       0.00      37141.81         0.11703E+06   0.55677E+05   0.39440E+06   0.00000E+00
       0.00      37182.14         0.12233E+06   0.57987E+05   0.41362E+06   0.00000E+00
       0.00      37222.47         0.12737E+06   0.60160E+05   0.43205E+06   0.00000E+00
       0.00      37262.79         0.13182E+06   0.62044E+05   0.44854E+06   0.00000E+00
       0.00      37303.12         0.13524E+06   0.63449E+05   0.46154E+06   0.00000E+00
       0.00      37343.45         0.13718E+06   0.64170E+05   0.46936E+06   0.00000E+00
       0.00      37383.78         0.13722E+06   0.64032E+05   0.47050E+06   0.00000E+00
       0.00      37424.11         0.13517E+06   0.62967E+05   0.46419E+06   0.00000E+00
       0.00      37464.43         0.13121E+06   0.61063E+05   0.45093E+06   0.00000E+00
       0.00      37504.76         0.12589E+06   0.58588E+05   0.43264E+06   0.00000E+00
       0.00      37545.09         0.12005E+06   0.55923E+05   0.41224E+06   0.00000E+00
       0.00      37585.42         0.11458E+06   0.53464E+05   0.39292E+06   0.00000E+00
       0.00      37625.74         0.11020E+06   0.51517E+05   0.37722E+06   0.00000E+00
       0.00      37666.07         0.10728E+06   0.50247E+05   0.36665E+06   0.00000E+00
       0.00      37706.40         0.10592E+06   0.49676E+05   0.36156E+06   0.00000E+00
       0.00      37746.73         0.10594E+06   0.49715E+05   0.36143E+06   0.00000E+00
       0.00      37787.05         0.10701E+06   0.50212E+05   0.36515E+06   0.00000E+00
       0.00      37827.38         0.10875E+06   0.50988E+05   0.37134E+06   0.00000E+00
       0.00      37867.71         0.11077E+06   0.51873E+05   0.37865E+06   0.00000E+00
       0.00      37908.04         0.11277E+06   0.52731E+05   0.38597E+06   0.00000E+00
       0.00      37948.37         0.11454E+06   0.53478E+05   0.39254E+06   0.00000E+00
       0.00      37988.69         0.11600E+06   0.54083E+05   0.39806E+06   0.00000E+00
       0.00      38029.02         0.11717E+06   0.54553E+05   0.40252E+06   0.00000E+00
       0.00      38069.35         0.11810E+06   0.54922E+05   0.40614E+06   0.00000E+00
       0.00      38109.68         0.11889E+06   0.55231E+05   0.40923E+06   0.00000E+00
       0.00      38150.00         0.11963E+06   0.55523E+05   0.41211E+06   0.00000E+00
       0.00      38190.33         0.12042E+06   0.55843E+05   0.41515E+06   0.00000E+00
       0.00      38230.66         0.12137E+06   0.56241E+05   0.41872E+06   0.00000E+00
       0.00      38270.99         0.12262E+06   0.56775E+05   0.42331E+06   0.00000E+00
       0.00      38311.32         0.12433E+06   0.57515E+05   0.42951E+06   0.00000E+00
       0.00      38351.64         0.12666E+06   0.58533E+05   0.43794E+06   0.00000E+00
       0.00      38391.97         0.12975E+06   0.59883E+05   0.44914E+06   0.00000E+00
       0.00      38432.30         0.13367E+06   0.61589E+05   0.46339E+06   0.00000E+00
       0.00      38472.63         0.13840E+06   0.63633E+05   0.48066E+06   0.00000E+00
       0.00      38512.95         0.14383E+06   0.65957E+05   0.50058E+06   0.00000E+00
       0.00      38553.28         0.14974E+06   0.68465E+05   0.52246E+06   0.00000E+00
       0.00      38593.61         0.15584E+06   0.71025E+05   0.54527E+06   0.00000E+00
       0.00      38633.94         0.16178E+06   0.73473E+05   0.56772E+06   0.00000E+00
       0.00      38674.26         0.16716E+06   0.75640E+05   0.58835E+06   0.00000E+00
       0.00      38714.59         0.17161E+06   0.77370E+05   0.60582E+06   0.00000E+00
       0.00      38754.92         0.17486E+06   0.78558E+05   0.61908E+06   0.00000E+00
       0.00      38795.25         0.17680E+06   0.79164E+05   0.62766E+06   0.00000E+00
       0.00      38835.58         0.17749E+06   0.79229E+05   0.63169E+06   0.00000E+00
       0.00      38875.90         0.17717E+06   0.78864E+05   0.63196E+06   0.00000E+00
       0.00      38916.23         0.17621E+06   0.78240E+05   0.62978E+06   0.00000E+00
       0.00      38956.56         0.17503E+06   0.77542E+05   0.62671E+06   0.00000E+00
       0.00      38996.89         0.17401E+06   0.76923E+05   0.62411E+06   0.00000E+00
       0.00      39037.21         0.17330E+06   0.76446E+05   0.62266E+06   0.00000E+00
       0.00      39077.54         0.17284E+06   0.76064E+05   0.62211E+06   0.00000E+00
       0.00      39117.87         0.17229E+06   0.75635E+05   0.62135E+06   0.00000E+00
       0.00      39158.20         0.17126E+06   0.74987E+05   0.61891E+06   0.00000E+00
       0.00      39198.52         0.16943E+06   0.73990E+05   0.61356E+06   0.00000E+00
       0.00      39238.85         0.16670E+06   0.72616E+05   0.60485E+06   0.00000E+00
       0.00      39279.18         0.16324E+06   0.70946E+05   0.59329E+06   0.00000E+00
       0.00      39319.51         0.15937E+06   0.69135E+05   0.58008E+06   0.00000E+00
       0.00      39359.84         0.15549E+06   0.67351E+05   0.56663E+06   0.00000E+00
       0.00      39400.16         0.15193E+06   0.65729E+05   0.55417E+06   0.00000E+00
       0.00      39440.49         0.14889E+06   0.64349E+05   0.54349E+06   0.00000E+00
       0.00      39480.82         0.14644E+06   0.63232E+05   0.53490E+06   0.00000E+00
       0.00      39521.15         0.14454E+06   0.62355E+05   0.52831E+06   0.00000E+00
       0.00      39561.47         0.14308E+06   0.61668E+05   0.52335E+06   0.00000E+00
       0.00      39601.80         0.14193E+06   0.61111E+05   0.51956E+06   0.00000E+00
       0.00      39642.13         0.14097E+06   0.60632E+05   0.51649E+06   0.00000E+00
       0.00      39682.46         0.14014E+06   0.60203E+05   0.51387E+06   0.00000E+00
       0.00      39722.78         0.13941E+06   0.59820E+05   0.51163E+06   0.00000E+00
       0.00      39763.11         0.13882E+06   0.59501E+05   0.50993E+06   0.00000E+00
       0.00      39803.44         0.13845E+06   0.59272E+05   0.50899E+06   0.00000E+00
       0.00      39843.77         0.13833E+06   0.59152E+05   0.50899E+06   0.00000E+00
       0.00      39884.10         0.13848E+06   0.59142E+05   0.51002E+06   0.00000E+00
       0.00      39924.42         0.13887E+06   0.59226E+05   0.51197E+06   0.00000E+00
       0.00      39964.75         0.13942E+06   0.59373E+05   0.51460E+06   0.00000E+00
       0.00      40005.08         0.14007E+06   0.59548E+05   0.51762E+06   0.00000E+00
       0.00      40045.41         0.14073E+06   0.59722E+05   0.52076E+06   0.00000E+00
       0.00      40085.73         0.14137E+06   0.59877E+05   0.52387E+06   0.00000E+00
       0.00      40126.06         0.14196E+06   0.60009E+05   0.52684E+06   0.00000E+00
       0.00      40166.39         0.14252E+06   0.60121E+05   0.52972E+06   0.00000E+00
       0.00      40206.72         0.14307E+06   0.60226E+05   0.53260E+06   0.00000E+00
       0.00      40247.04         0.14366E+06   0.60341E+05   0.53562E+06   0.00000E+00
       0.00      40287.37         0.14432E+06   0.60483E+05   0.53897E+06   0.00000E+00
       0.00      40327.70         0.14508E+06   0.60658E+05   0.54273E+06   0.00000E+00
       0.00      40368.03         0.14592E+06   0.60853E+05   0.54684E+06   0.00000E+00
       0.00      40408.36         0.14675E+06   0.61033E+05   0.55104E+06   0.00000E+00
       0.00      40448.68         0.14746E+06   0.61144E+05   0.55487E+06   0.00000E+00
       0.00      40489.01         0.14789E+06   0.61125E+05   0.55776E+06   0.00000E+00
       0.00      40529.34         0.14790E+06   0.60919E+05   0.55916E+06   0.00000E+00
       0.00      40569.67         0.14739E+06   0.60489E+05   0.55863E+06   0.00000E+00
       0.00      40609.99         0.14632E+06   0.59831E+05   0.55602E+06   0.00000E+00
       0.00      40650.32         0.14477E+06   0.58979E+05   0.55151E+06   0.00000E+00
       0.00      40690.65         0.14287E+06   0.57997E+05   0.54559E+06   0.00000E+00
       0.00      40730.98         0.14081E+06   0.56966E+05   0.53898E+06   0.00000E+00
       0.00      40771.30         0.13876E+06   0.55954E+05   0.53232E+06   0.00000E+00
       0.00      40811.63         0.13683E+06   0.55001E+05   0.52604E+06   0.00000E+00
       0.00      40851.96         0.13502E+06   0.54104E+05   0.52020E+06   0.00000E+00
       0.00      40892.29         0.13327E+06   0.53231E+05   0.51457E+06   0.00000E+00
       0.00      40932.62         0.13148E+06   0.52339E+05   0.50876E+06   0.00000E+00
       0.00      40972.94         0.12956E+06   0.51397E+05   0.50245E+06   0.00000E+00
       0.00      41013.27         0.12748E+06   0.50399E+05   0.49553E+06   0.00000E+00
       0.00      41053.60         0.12529E+06   0.49362E+05   0.48809E+06   0.00000E+00
       0.00      41093.93         0.12305E+06   0.48318E+05   0.48041E+06   0.00000E+00
       0.00      41134.25         0.12085E+06   0.47301E+05   0.47279E+06   0.00000E+00
       0.00      41174.58         0.11876E+06   0.46340E+05   0.46553E+06   0.00000E+00
       0.00      41214.91         0.11682E+06   0.45450E+05   0.45882E+06   0.00000E+00
       0.00      41255.24         0.11506E+06   0.44637E+05   0.45274E+06   0.00000E+00
       0.00      41295.56         0.11347E+06   0.43892E+05   0.44727E+06   0.00000E+00
       0.00      41335.89         0.11200E+06   0.43202E+05   0.44229E+06   0.00000E+00
       0.00      41376.22         0.11063E+06   0.42550E+05   0.43768E+06   0.00000E+00
       0.00      41416.55         0.10932E+06   0.41922E+05   0.43329E+06   0.00000E+00
       0.00      41456.88         0.10805E+06   0.41310E+05   0.42904E+06   0.00000E+00
       0.00      41497.20         0.10682E+06   0.40716E+05   0.42494E+06   0.00000E+00
       0.00      41537.53         0.10564E+06   0.40145E+05   0.42102E+06   0.00000E+00
       0.00      41577.86         0.10453E+06   0.39606E+05   0.41738E+06   0.00000E+00
       0.00      41618.19         0.10352E+06   0.39105E+05   0.41408E+06   0.00000E+00
       0.00      41658.51         0.10260E+06   0.38642E+05   0.41117E+06   0.00000E+00
       0.00      41698.84         0.10177E+06   0.38212E+05   0.40860E+06   0.00000E+00
       0.00      41739.17         0.10101E+06   0.37807E+05   0.40631E+06   0.00000E+00
       0.00      41779.50         0.10029E+06   0.37416E+05   0.40422E+06   0.00000E+00
       0.00      41819.82         0.99588E+05   0.37025E+05   0.40219E+06   0.00000E+00
       0.00      41860.15         0.98867E+05   0.36624E+05   0.40013E+06   0.00000E+00
       0.00      41900.48         0.98106E+05   0.36206E+05   0.39793E+06   0.00000E+00
       0.00      41940.81         0.97289E+05   0.35763E+05   0.39552E+06   0.00000E+00
       0.00      41981.14         0.96417E+05   0.35299E+05   0.39290E+06   0.00000E+00
       0.00      42021.46         0.95498E+05   0.34816E+05   0.39010E+06   0.00000E+00
       0.00      42061.79         0.94551E+05   0.34324E+05   0.38717E+06   0.00000E+00
       0.00      42102.12         0.93593E+05   0.33829E+05   0.38420E+06   0.00000E+00
       0.00      42142.45         0.92639E+05   0.33336E+05   0.38124E+06   0.00000E+00
       0.00      42182.77         0.91688E+05   0.32844E+05   0.37828E+06   0.00000E+00
       0.00      42223.10         0.90725E+05   0.32346E+05   0.37529E+06   0.00000E+00
       0.00      42263.43         0.89726E+05   0.31832E+05   0.37217E+06   0.00000E+00
       0.00      42303.76         0.88662E+05   0.31293E+05   0.36880E+06   0.00000E+00
       0.00      42344.09         0.87512E+05   0.30722E+05   0.36508E+06   0.00000E+00
       0.00      42384.41         0.86271E+05   0.30118E+05   0.36099E+06   0.00000E+00
       0.00      42424.74         0.84950E+05   0.29487E+05   0.35655E+06   0.00000E+00
       0.00      42465.07         0.83579E+05   0.28843E+05   0.35187E+06   0.00000E+00
       0.00      42505.40         0.82195E+05   0.28200E+05   0.34711E+06   0.00000E+00
       0.00      42545.72         0.80830E+05   0.27570E+05   0.34239E+06   0.00000E+00
       0.00      42586.05         0.79501E+05   0.26957E+05   0.33778E+06   0.00000E+00
       0.00      42626.38         0.78210E+05   0.26363E+05   0.33330E+06   0.00000E+00
       0.00      42666.71         0.76946E+05   0.25781E+05   0.32892E+06   0.00000E+00
       0.00      42707.03         0.75695E+05   0.25207E+05   0.32457E+06   0.00000E+00
       0.00      42747.36         0.74447E+05   0.24636E+05   0.32022E+06   0.00000E+00
       0.00      42787.69         0.73201E+05   0.24069E+05   0.31585E+06   0.00000E+00
       0.00      42828.02         0.71961E+05   0.23507E+05   0.31149E+06   0.00000E+00
       0.00      42868.35         0.70736E+05   0.22956E+05   0.30716E+06   0.00000E+00
       0.00      42908.67         0.69540E+05   0.22419E+05   0.30292E+06   0.00000E+00
       0.00      42949.00         0.68382E+05   0.21899E+05   0.29882E+06   0.00000E+00
       0.00      42989.33         0.67268E+05   0.21399E+05   0.29487E+06   0.00000E+00
       0.00      43029.66         0.66201E+05   0.20918E+05   0.29110E+06   0.00000E+00
       0.00      43069.98         0.65177E+05   0.20455E+05   0.28750E+06   0.00000E+00
       0.00      43110.31         0.64191E+05   0.20007E+05   0.28404E+06   0.00000E+00
       0.00      43150.64         0.63235E+05   0.19571E+05   0.28070E+06   0.00000E+00
       0.00      43190.97         0.62301E+05   0.19144E+05   0.27744E+06   0.00000E+00
       0.00      43231.29         0.61386E+05   0.18725E+05   0.27425E+06   0.00000E+00
       0.00      43271.62         0.60488E+05   0.18313E+05   0.27112E+06   0.00000E+00
       0.00      43311.95         0.59609E+05   0.17910E+05   0.26806E+06   0.00000E+00
       0.00      43352.28         0.58748E+05   0.17514E+05   0.26508E+06   0.00000E+00
       0.00      43392.61         0.57909E+05   0.17127E+05   0.26217E+06   0.00000E+00
       0.00      43432.93         0.57092E+05   0.16749E+05   0.25935E+06   0.00000E+00
       0.00      43473.26         0.56296E+05   0.16380E+05   0.25661E+06   0.00000E+00
       0.00      43513.59         0.55519E+05   0.16018E+05   0.25394E+06   0.00000E+00
       0.00      43553.92         0.54758E+05   0.15661E+05   0.25134E+06   0.00000E+00
       0.00      43594.24         0.54006E+05   0.15308E+05   0.24877E+06   0.00000E+00
       0.00      43634.57         0.53260E+05   0.14958E+05   0.24623E+06   0.00000E+00
       0.00      43674.90         0.52515E+05   0.14608E+05   0.24369E+06   0.00000E+00
       0.00      43715.23         0.51767E+05   0.14258E+05   0.24113E+06   0.00000E+00
       0.00      43755.55         0.51016E+05   0.13908E+05   0.23855E+06   0.00000E+00
       0.00      43795.88         0.50265E+05   0.13560E+05   0.23596E+06   0.00000E+00
       0.00      43836.21         0.49516E+05   0.13213E+05   0.23337E+06   0.00000E+00
       0.00      43876.54         0.48773E+05   0.12871E+05   0.23080E+06   0.00000E+00
       0.00      43916.87         0.48039E+05   0.12533E+05   0.22826E+06   0.00000E+00
       0.00      43957.19         0.47316E+05   0.12199E+05   0.22575E+06   0.00000E+00
       0.00      43997.52         0.46601E+05   0.11870E+05   0.22327E+06   0.00000E+00
       0.00      44037.85         0.45894E+05   0.11545E+05   0.22081E+06   0.00000E+00
       0.00      44078.18         0.45189E+05   0.11221E+05   0.21836E+06   0.00000E+00
       0.00      44118.50         0.44485E+05   0.10899E+05   0.21590E+06   0.00000E+00
       0.00      44158.83         0.43782E+05   0.10580E+05   0.21344E+06   0.00000E+00
       0.00      44199.16         0.43083E+05   0.10263E+05   0.21098E+06   0.00000E+00
       0.00      44239.49         0.42392E+05   0.99514E+04   0.20855E+06   0.00000E+00
       0.00      44279.81         0.41713E+05   0.96456E+04   0.20615E+06   0.00000E+00
       0.00      44320.14         0.41050E+05   0.93468E+04   0.20381E+06   0.00000E+00
       0.00      44360.47         0.40404E+05   0.90551E+04   0.20153E+06   0.00000E+00
       0.00      44400.80         0.39774E+05   0.87701E+04   0.19931E+06   0.00000E+00
       0.00      44441.13         0.39160E+05   0.84914E+04   0.19715E+06   0.00000E+00
       0.00      44481.45         0.38559E+05   0.82185E+04   0.19505E+06   0.00000E+00
       0.00      44521.78         0.37972E+05   0.79509E+04   0.19299E+06   0.00000E+00
       0.00      44562.11         0.37398E+05   0.76887E+04   0.19099E+06   0.00000E+00
       0.00      44602.44         0.36837E+05   0.74321E+04   0.18903E+06   0.00000E+00
       0.00      44642.76         0.36291E+05   0.71812E+04   0.18713E+06   0.00000E+00
       0.00      44683.09         0.35760E+05   0.69363E+04   0.18530E+06   0.00000E+00
       0.00      44723.42         0.35245E+05   0.66974E+04   0.18352E+06   0.00000E+00
       0.00      44763.75         0.34747E+05   0.64646E+04   0.18182E+06   0.00000E+00
       0.00      44804.07         0.34266E+05   0.62377E+04   0.18018E+06   0.00000E+00
       0.00      44844.40         0.33800E+05   0.60163E+04   0.17861E+06   0.00000E+00
       0.00      44884.73         0.33350E+05   0.58000E+04   0.17710E+06   0.00000E+00
       0.00      44925.06         0.32914E+05   0.55887E+04   0.17566E+06   0.00000E+00
       0.00      44965.39         0.32491E+05   0.53817E+04   0.17427E+06   0.00000E+00
       0.00      45005.71         0.32081E+05   0.51791E+04   0.17294E+06   0.00000E+00
       0.00      45046.04         0.31685E+05   0.49808E+04   0.17167E+06   0.00000E+00
       0.00      45086.37         0.31301E+05   0.47868E+04   0.17045E+06   0.00000E+00
       0.00      45126.70         0.30930E+05   0.45970E+04   0.16928E+06   0.00000E+00
       0.00      45167.02         0.30573E+05   0.44115E+04   0.16818E+06   0.00000E+00
       0.00      45207.35         0.30229E+05   0.42303E+04   0.16713E+06   0.00000E+00
       0.00      45247.68         0.29899E+05   0.40534E+04   0.16615E+06   0.00000E+00
       0.00      45288.01         0.29583E+05   0.38806E+04   0.16523E+06   0.00000E+00
       0.00      45328.33         0.29281E+05   0.37123E+04   0.16437E+06   0.00000E+00
       0.00      45368.66         0.28993E+05   0.35480E+04   0.16358E+06   0.00000E+00
       0.00      45408.99         0.28719E+05   0.33879E+04   0.16284E+06   0.00000E+00
       0.00      45449.32         0.28459E+05   0.32322E+04   0.16217E+06   0.00000E+00
       0.00      45489.65         0.28213E+05   0.30808E+04   0.16156E+06   0.00000E+00
       0.00      45529.97         0.27982E+05   0.29342E+04   0.16102E+06   0.00000E+00
       0.00      45570.30         0.27767E+05   0.27926E+04   0.16055E+06   0.00000E+00
