# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.6760  eV
#     vib freq     dsigma/dOmega
       0.0000         0.72184E+05
     108.5770         0.13883E-20
     147.3594         0.21508E-19
     151.6440         0.96747E-19
     280.1280         0.54240E+02
     296.0279         0.31006E-20
     396.8479         0.15303E+04
     400.1156         0.66725E-16
     466.3041         0.14384E+02
     554.3560         0.12348E+03
     554.8476         0.88173E-18
     615.3021         0.60262E+03
     671.0284         0.21053E-19
     744.6052         0.29614E+00
     773.5632         0.20360E-20
     779.8878         0.39146E-19
     816.2598         0.50592E+03
     928.4716         0.28004E-18
     980.6945         0.46027E+03
    1033.7507         0.53561E+03
    1079.1456         0.31716E-19
    1172.7219         0.68258E+03
    1216.2715         0.13928E+04
    1248.9032         0.75412E+01
    1390.6017         0.50107E+03
    1424.5589         0.90378E+03
    1435.1168         0.97909E+03
    1448.0939         0.73828E+04
    1476.8132         0.24660E-17
    1501.5438         0.43384E+03
    1524.1819         0.69529E+04
    1740.4536         0.96254E+03
    1797.5726         0.90759E+04
    1836.2278         0.33422E+04
    3060.4326         0.10325E+02
    3120.4254         0.11670E-19
    3138.3661         0.20572E+01
    3217.6725         0.19637E+03
    3623.8158         0.78852E+02
    3667.3273         0.18384E+01
