 # Mode   Huang-Rhys factor
           1  6.009972665389974E-003
           2  8.247117385593574E-006
           3  1.888886268984522E-003
           4  1.194697217101819E-002
           5  1.047164806443403E-004
           6  3.267029967352105E-002
           7  0.115047432641417     
           8  0.170157968529519     
           9  9.097380773472782E-002
          10  0.191695448456442     
          11  2.161009363905938E-003
          12  0.179660342195818     
          13  1.806509265727439E-003
          14  5.888016083718325E-004
          15  0.142119713325811     
          16  2.524741336686188E-003
          17  2.437855507656531E-005
          18  7.258397404258776E-002
          19  1.564437028068928E-002
          20  8.828722998021089E-005
          21  0.100783320385215     
          22  4.458676971644264E-003
          23  0.307962280612261     
          24  0.490676374006648     
          25  9.695623579526211E-005
          26  5.937880291644469E-006
          27  4.461439844081408E-002
          28  6.007132684618875E-003
          29  5.890825457490186E-002
          30  6.263637168278039E-003
          31  0.131826259900066     
          32  0.378371803381866     
          33  9.893422372978189E-002
          34  9.858802548781628E-004
          35  3.019330711784174E-009
          36  2.127447537127771E-004
          37  4.965299141190822E-003
          38  2.320501059289238E-003
          39  1.810379963829681E-003
