    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag

                                    0.635007E+01  -0.126701E+00     -0.293236E+02   0.585085E+00     -0.295140E-13   0.589974E-15

                                    0.676742E-14  -0.133972E-15     -0.295140E-13   0.589974E-15     -0.446643E-03   0.737720E-05

      0.00000    61298.10400       -0.137244E+01   0.272163E-01      0.633772E+01  -0.125680E+00      0.675436E-14  -0.132893E-15

                                    0.633772E+01  -0.125680E+00     -0.292665E+02   0.580370E+00     -0.294564E-13   0.585220E-15

                                    0.675436E-14  -0.132893E-15     -0.294564E-13   0.585220E-15     -0.445935E-03   0.731881E-05

      0.00000    61338.43170       -0.136979E+01   0.269976E-01      0.632546E+01  -0.124670E+00      0.674141E-14  -0.131826E-15

                                    0.632546E+01  -0.124670E+00     -0.292099E+02   0.575706E+00     -0.293994E-13   0.580516E-15

                                    0.674141E-14  -0.131826E-15     -0.293994E-13   0.580516E-15     -0.445233E-03   0.726080E-05

      0.00000    61378.75940       -0.136716E+01   0.267812E-01      0.631330E+01  -0.123671E+00      0.672856E-14  -0.130769E-15

                                    0.631330E+01  -0.123671E+00     -0.291538E+02   0.571092E+00     -0.293427E-13   0.575863E-15

                                    0.672856E-14  -0.130769E-15     -0.293427E-13   0.575863E-15     -0.444536E-03   0.720315E-05

      0.00000    61419.08710       -0.136454E+01   0.265671E-01      0.630122E+01  -0.122682E+00      0.671580E-14  -0.129725E-15

                                    0.630122E+01  -0.122682E+00     -0.290980E+02   0.566527E+00     -0.292865E-13   0.571259E-15

                                    0.671580E-14  -0.129725E-15     -0.292865E-13   0.571259E-15     -0.443844E-03   0.714583E-05

      0.00000    61459.41480       -0.136195E+01   0.263552E-01      0.628924E+01  -0.121704E+00      0.670313E-14  -0.128690E-15

                                    0.628924E+01  -0.121704E+00     -0.290427E+02   0.562010E+00     -0.292307E-13   0.566704E-15

                                    0.670313E-14  -0.128690E-15     -0.292307E-13   0.566704E-15     -0.443158E-03   0.708885E-05

      0.00000    61499.74250       -0.135937E+01   0.261456E-01      0.627734E+01  -0.120736E+00      0.669056E-14  -0.127667E-15

                                    0.627734E+01  -0.120736E+00     -0.289877E+02   0.557539E+00     -0.291753E-13   0.562196E-15

                                    0.669056E-14  -0.127667E-15     -0.291753E-13   0.562196E-15     -0.442478E-03   0.703224E-05

      0.00000    61540.07020       -0.135681E+01   0.259382E-01      0.626554E+01  -0.119778E+00      0.667809E-14  -0.126653E-15

                                    0.626554E+01  -0.119778E+00     -0.289332E+02   0.553115E+00     -0.291204E-13   0.557736E-15

                                    0.667809E-14  -0.126653E-15     -0.291204E-13   0.557736E-15     -0.441803E-03   0.697604E-05

      0.00000    61580.39790       -0.135428E+01   0.257328E-01      0.625382E+01  -0.118830E+00      0.666571E-14  -0.125650E-15

                                    0.625382E+01  -0.118830E+00     -0.288791E+02   0.548737E+00     -0.290658E-13   0.553320E-15

                                    0.666571E-14  -0.125650E-15     -0.290658E-13   0.553320E-15     -0.441133E-03   0.692026E-05

      0.00000    61620.72560       -0.135176E+01   0.255296E-01      0.624219E+01  -0.117891E+00      0.665342E-14  -0.124658E-15

                                    0.624219E+01  -0.117891E+00     -0.288254E+02   0.544403E+00     -0.290116E-13   0.548951E-15

                                    0.665342E-14  -0.124658E-15     -0.290116E-13   0.548951E-15     -0.440468E-03   0.686490E-05

      0.00000    61661.05330       -0.134926E+01   0.253284E-01      0.623065E+01  -0.116962E+00      0.664123E-14  -0.123674E-15

                                    0.623065E+01  -0.116962E+00     -0.287721E+02   0.540112E+00     -0.289578E-13   0.544626E-15

                                    0.664123E-14  -0.123674E-15     -0.289578E-13   0.544626E-15     -0.439809E-03   0.680990E-05

      0.00000    61701.38100       -0.134678E+01   0.251292E-01      0.621919E+01  -0.116042E+00      0.662912E-14  -0.122701E-15

                                    0.621919E+01  -0.116042E+00     -0.287192E+02   0.535865E+00     -0.289045E-13   0.540344E-15

                                    0.662912E-14  -0.122701E-15     -0.289045E-13   0.540344E-15     -0.439155E-03   0.675517E-05

      0.00000    61741.70870       -0.134431E+01   0.249320E-01      0.620781E+01  -0.115132E+00      0.661710E-14  -0.121736E-15

                                    0.620781E+01  -0.115132E+00     -0.286667E+02   0.531660E+00     -0.288515E-13   0.536104E-15

                                    0.661710E-14  -0.121736E-15     -0.288515E-13   0.536104E-15     -0.438506E-03   0.670059E-05

      0.00000    61782.03640       -0.134187E+01   0.247368E-01      0.619653E+01  -0.114230E+00      0.660518E-14  -0.120782E-15

                                    0.619653E+01  -0.114230E+00     -0.286145E+02   0.527496E+00     -0.287990E-13   0.531907E-15

                                    0.660518E-14  -0.120782E-15     -0.287990E-13   0.531907E-15     -0.437863E-03   0.664609E-05

      0.00000    61822.36410       -0.133944E+01   0.245434E-01      0.618532E+01  -0.113337E+00      0.659334E-14  -0.119836E-15

                                    0.618532E+01  -0.113337E+00     -0.285628E+02   0.523373E+00     -0.287467E-13   0.527752E-15

                                    0.659334E-14  -0.119836E-15     -0.287467E-13   0.527752E-15     -0.437224E-03   0.659162E-05

      0.00000    61862.69180       -0.133703E+01   0.243520E-01      0.617420E+01  -0.112453E+00      0.658159E-14  -0.118899E-15

                                    0.617420E+01  -0.112453E+00     -0.285114E+02   0.519291E+00     -0.286950E-13   0.523637E-15

                                    0.658159E-14  -0.118899E-15     -0.286950E-13   0.523637E-15     -0.436590E-03   0.653722E-05

      0.00000    61903.01950       -0.133464E+01   0.241623E-01      0.616316E+01  -0.111578E+00      0.656993E-14  -0.117972E-15

                                    0.616316E+01  -0.111578E+00     -0.284605E+02   0.515247E+00     -0.286435E-13   0.519562E-15

                                    0.656993E-14  -0.117972E-15     -0.286435E-13   0.519562E-15     -0.435961E-03   0.648295E-05

      0.00000    61943.34720       -0.133227E+01   0.239745E-01      0.615220E+01  -0.110710E+00      0.655835E-14  -0.117052E-15

                                    0.615220E+01  -0.110710E+00     -0.284099E+02   0.511243E+00     -0.285925E-13   0.515526E-15

                                    0.655835E-14  -0.117052E-15     -0.285925E-13   0.515526E-15     -0.435337E-03   0.642892E-05

      0.00000    61983.67490       -0.132992E+01   0.237885E-01      0.614133E+01  -0.109852E+00      0.654685E-14  -0.116141E-15

                                    0.614133E+01  -0.109852E+00     -0.283596E+02   0.507276E+00     -0.285418E-13   0.511529E-15

                                    0.654685E-14  -0.116141E-15     -0.285418E-13   0.511529E-15     -0.434716E-03   0.637522E-05

      0.00000    62024.00260       -0.132758E+01   0.236043E-01      0.613053E+01  -0.109001E+00      0.653545E-14  -0.115239E-15

                                    0.613053E+01  -0.109001E+00     -0.283098E+02   0.503347E+00     -0.284915E-13   0.507570E-15

                                    0.653545E-14  -0.115239E-15     -0.284915E-13   0.507570E-15     -0.434101E-03   0.632191E-05

      0.00000    62064.33030       -0.132526E+01   0.234218E-01      0.611982E+01  -0.108158E+00      0.652413E-14  -0.114345E-15

                                    0.611982E+01  -0.108158E+00     -0.282603E+02   0.499455E+00     -0.284417E-13   0.503648E-15

                                    0.652413E-14  -0.114345E-15     -0.284417E-13   0.503648E-15     -0.433490E-03   0.626898E-05

      0.00000    62104.65800       -0.132295E+01   0.232409E-01      0.610918E+01  -0.107323E+00      0.651289E-14  -0.113459E-15

                                    0.610918E+01  -0.107323E+00     -0.282112E+02   0.495598E+00     -0.283921E-13   0.499763E-15

                                    0.651289E-14  -0.113459E-15     -0.283921E-13   0.499763E-15     -0.432884E-03   0.621639E-05

      0.00000    62144.98570       -0.132067E+01   0.230618E-01      0.609862E+01  -0.106495E+00      0.650173E-14  -0.112581E-15

                                    0.609862E+01  -0.106495E+00     -0.281624E+02   0.491778E+00     -0.283429E-13   0.495913E-15

                                    0.650173E-14  -0.112581E-15     -0.283429E-13   0.495913E-15     -0.432283E-03   0.616407E-05

      0.00000    62185.31340       -0.131840E+01   0.228842E-01      0.608814E+01  -0.105676E+00      0.649066E-14  -0.111712E-15

                                    0.608814E+01  -0.105676E+00     -0.281140E+02   0.487992E+00     -0.282942E-13   0.492099E-15

                                    0.649066E-14  -0.111712E-15     -0.282942E-13   0.492099E-15     -0.431686E-03   0.611193E-05

      0.00000    62225.64110       -0.131615E+01   0.227083E-01      0.607774E+01  -0.104863E+00      0.647968E-14  -0.110849E-15

                                    0.607774E+01  -0.104863E+00     -0.280660E+02   0.484241E+00     -0.282457E-13   0.488320E-15

                                    0.647968E-14  -0.110849E-15     -0.282457E-13   0.488320E-15     -0.431093E-03   0.605993E-05

      0.00000    62265.96880       -0.131391E+01   0.225340E-01      0.606741E+01  -0.104058E+00      0.646876E-14  -0.109995E-15

                                    0.606741E+01  -0.104058E+00     -0.280183E+02   0.480524E+00     -0.281976E-13   0.484575E-15

                                    0.646876E-14  -0.109995E-15     -0.281976E-13   0.484575E-15     -0.430505E-03   0.600810E-05

      0.00000    62306.29650       -0.131169E+01   0.223613E-01      0.605717E+01  -0.103261E+00      0.645794E-14  -0.109148E-15

                                    0.605717E+01  -0.103261E+00     -0.279710E+02   0.476840E+00     -0.281499E-13   0.480865E-15

                                    0.645794E-14  -0.109148E-15     -0.281499E-13   0.480865E-15     -0.429921E-03   0.595648E-05

      0.00000    62346.62420       -0.130949E+01   0.221900E-01      0.604699E+01  -0.102470E+00      0.644719E-14  -0.108308E-15

                                    0.604699E+01  -0.102470E+00     -0.279240E+02   0.473189E+00     -0.281025E-13   0.477186E-15

                                    0.644719E-14  -0.108308E-15     -0.281025E-13   0.477186E-15     -0.429341E-03   0.590518E-05

      0.00000    62386.95190       -0.130730E+01   0.220203E-01      0.603689E+01  -0.101686E+00      0.643651E-14  -0.107476E-15

                                    0.603689E+01  -0.101686E+00     -0.278774E+02   0.469570E+00     -0.280554E-13   0.473540E-15

                                    0.643651E-14  -0.107476E-15     -0.280554E-13   0.473540E-15     -0.428765E-03   0.585431E-05

      0.00000    62427.27960       -0.130513E+01   0.218521E-01      0.602687E+01  -0.100909E+00      0.642592E-14  -0.106651E-15

                                    0.602687E+01  -0.100909E+00     -0.278311E+02   0.465982E+00     -0.280087E-13   0.469927E-15

                                    0.642592E-14  -0.106651E-15     -0.280087E-13   0.469927E-15     -0.428193E-03   0.580396E-05

      0.00000    62467.60730       -0.130297E+01   0.216853E-01      0.601692E+01  -0.100139E+00      0.641541E-14  -0.105833E-15

                                    0.601692E+01  -0.100139E+00     -0.277851E+02   0.462426E+00     -0.279624E-13   0.466344E-15

                                    0.641541E-14  -0.105833E-15     -0.279624E-13   0.466344E-15     -0.427625E-03   0.575421E-05

      0.00000    62507.93500       -0.130084E+01   0.215200E-01      0.600704E+01  -0.993758E-01      0.640497E-14  -0.105023E-15

                                    0.600704E+01  -0.993758E-01     -0.277395E+02   0.458901E+00     -0.279164E-13   0.462793E-15

                                    0.640497E-14  -0.105023E-15     -0.279164E-13   0.462793E-15     -0.427062E-03   0.570511E-05

      0.00000    62548.26270       -0.129871E+01   0.213561E-01      0.599724E+01  -0.986190E-01      0.639462E-14  -0.104220E-15

                                    0.599724E+01  -0.986190E-01     -0.276942E+02   0.455406E+00     -0.278707E-13   0.459272E-15

                                    0.639462E-14  -0.104220E-15     -0.278707E-13   0.459272E-15     -0.426502E-03   0.565668E-05

      0.00000    62588.59040       -0.129660E+01   0.211936E-01      0.598751E+01  -0.978685E-01      0.638433E-14  -0.103423E-15

                                    0.598751E+01  -0.978685E-01     -0.276493E+02   0.451941E+00     -0.278254E-13   0.455780E-15

                                    0.638433E-14  -0.103423E-15     -0.278254E-13   0.455780E-15     -0.425947E-03   0.560890E-05

      0.00000    62628.91810       -0.129451E+01   0.210325E-01      0.597785E+01  -0.971245E-01      0.637412E-14  -0.102634E-15

                                    0.597785E+01  -0.971245E-01     -0.276047E+02   0.448505E+00     -0.277804E-13   0.452319E-15

                                    0.637412E-14  -0.102634E-15     -0.277804E-13   0.452319E-15     -0.425396E-03   0.556175E-05

      0.00000    62669.24580       -0.129244E+01   0.208727E-01      0.596826E+01  -0.963867E-01      0.636400E-14  -0.101851E-15

                                    0.596826E+01  -0.963867E-01     -0.275604E+02   0.445098E+00     -0.277358E-13   0.448886E-15

                                    0.636400E-14  -0.101851E-15     -0.277358E-13   0.448886E-15     -0.424849E-03   0.551522E-05

      0.00000    62709.57350       -0.129038E+01   0.207143E-01      0.595874E+01  -0.956550E-01      0.635394E-14  -0.101075E-15

                                    0.595874E+01  -0.956550E-01     -0.275165E+02   0.441719E+00     -0.276915E-13   0.445482E-15

                                    0.635394E-14  -0.101075E-15     -0.276915E-13   0.445482E-15     -0.424307E-03   0.546927E-05

      0.00000    62749.90120       -0.128833E+01   0.205571E-01      0.594929E+01  -0.949294E-01      0.634395E-14  -0.100306E-15

                                    0.594929E+01  -0.949294E-01     -0.274728E+02   0.438368E+00     -0.276475E-13   0.442105E-15

                                    0.634395E-14  -0.100306E-15     -0.276475E-13   0.442105E-15     -0.423769E-03   0.542387E-05

      0.00000    62790.22890       -0.128630E+01   0.204013E-01      0.593991E+01  -0.942097E-01      0.633405E-14  -0.995429E-16

                                    0.593991E+01  -0.942097E-01     -0.274295E+02   0.435045E+00     -0.276038E-13   0.438756E-15

                                    0.633405E-14  -0.995429E-16     -0.276038E-13   0.438756E-15     -0.423235E-03   0.537900E-05

      0.00000    62830.55660       -0.128428E+01   0.202467E-01      0.593060E+01  -0.934960E-01      0.632421E-14  -0.987862E-16

                                    0.593060E+01  -0.934960E-01     -0.273865E+02   0.431749E+00     -0.275604E-13   0.435434E-15

                                    0.632421E-14  -0.987862E-16     -0.275604E-13   0.435434E-15     -0.422705E-03   0.533463E-05

      0.00000    62870.88430       -0.128228E+01   0.200934E-01      0.592136E+01  -0.927880E-01      0.631445E-14  -0.980357E-16

                                    0.592136E+01  -0.927880E-01     -0.273439E+02   0.428479E+00     -0.275174E-13   0.432139E-15

                                    0.631445E-14  -0.980357E-16     -0.275174E-13   0.432139E-15     -0.422180E-03   0.529073E-05

      0.00000    62911.21200       -0.128030E+01   0.199413E-01      0.591219E+01  -0.920856E-01      0.630476E-14  -0.972913E-16

                                    0.591219E+01  -0.920856E-01     -0.273015E+02   0.425236E+00     -0.274747E-13   0.428871E-15

                                    0.630476E-14  -0.972913E-16     -0.274747E-13   0.428871E-15     -0.421659E-03   0.524729E-05

      0.00000    62951.53970       -0.127832E+01   0.197904E-01      0.590309E+01  -0.913889E-01      0.629515E-14  -0.965530E-16

                                    0.590309E+01  -0.913889E-01     -0.272595E+02   0.422019E+00     -0.274322E-13   0.425629E-15

                                    0.629515E-14  -0.965530E-16     -0.274322E-13   0.425629E-15     -0.421142E-03   0.520428E-05

      0.00000    62991.86740       -0.127637E+01   0.196408E-01      0.589405E+01  -0.906978E-01      0.628560E-14  -0.958206E-16

                                    0.589405E+01  -0.906978E-01     -0.272177E+02   0.418827E+00     -0.273902E-13   0.422412E-15

                                    0.628560E-14  -0.958206E-16     -0.273902E-13   0.422412E-15     -0.420629E-03   0.516166E-05

      0.00000    63032.19510       -0.127442E+01   0.194923E-01      0.588508E+01  -0.900120E-01      0.627612E-14  -0.950939E-16

                                    0.588508E+01  -0.900120E-01     -0.271763E+02   0.415661E+00     -0.273485E-13   0.419220E-15

                                    0.627612E-14  -0.950939E-16     -0.273485E-13   0.419220E-15     -0.420120E-03   0.511943E-05

      0.00000    63072.52280       -0.127250E+01   0.193449E-01      0.587617E+01  -0.893317E-01      0.626672E-14  -0.943729E-16

                                    0.587617E+01  -0.893317E-01     -0.271352E+02   0.412519E+00     -0.273069E-13   0.416054E-15

                                    0.626672E-14  -0.943729E-16     -0.273069E-13   0.416054E-15     -0.419616E-03   0.507756E-05

      0.00000    63112.85050       -0.127058E+01   0.191987E-01      0.586734E+01  -0.886566E-01      0.625738E-14  -0.936575E-16

                                    0.586734E+01  -0.886566E-01     -0.270944E+02   0.409401E+00     -0.272658E-13   0.412912E-15

                                    0.625738E-14  -0.936575E-16     -0.272658E-13   0.412912E-15     -0.419116E-03   0.503604E-05

      0.00000    63153.17820       -0.126868E+01   0.190537E-01      0.585856E+01  -0.879867E-01      0.624812E-14  -0.929477E-16

                                    0.585856E+01  -0.879867E-01     -0.270539E+02   0.406308E+00     -0.272249E-13   0.409794E-15

                                    0.624812E-14  -0.929477E-16     -0.272249E-13   0.409794E-15     -0.418619E-03   0.499485E-05

      0.00000    63193.50590       -0.126680E+01   0.189097E-01      0.584986E+01  -0.873220E-01      0.623892E-14  -0.922433E-16

                                    0.584986E+01  -0.873220E-01     -0.270137E+02   0.403238E+00     -0.271844E-13   0.406700E-15

                                    0.623892E-14  -0.922433E-16     -0.271844E-13   0.406700E-15     -0.418127E-03   0.495398E-05

      0.00000    63233.83360       -0.126492E+01   0.187669E-01      0.584121E+01  -0.866623E-01      0.622978E-14  -0.915443E-16

                                    0.584121E+01  -0.866623E-01     -0.269737E+02   0.400192E+00     -0.271441E-13   0.403630E-15

                                    0.622978E-14  -0.915443E-16     -0.271441E-13   0.403630E-15     -0.417639E-03   0.491342E-05

      0.00000    63274.16130       -0.126307E+01   0.186251E-01      0.583263E+01  -0.860076E-01      0.622073E-14  -0.908506E-16

                                    0.583263E+01  -0.860076E-01     -0.269341E+02   0.397169E+00     -0.271042E-13   0.400583E-15

                                    0.622073E-14  -0.908506E-16     -0.271042E-13   0.400583E-15     -0.417155E-03   0.487315E-05

      0.00000    63314.48900       -0.126122E+01   0.184844E-01      0.582412E+01  -0.853578E-01      0.621173E-14  -0.901620E-16

                                    0.582412E+01  -0.853578E-01     -0.268948E+02   0.394168E+00     -0.270645E-13   0.397559E-15

                                    0.621173E-14  -0.901620E-16     -0.270645E-13   0.397559E-15     -0.416675E-03   0.483318E-05

      0.00000    63354.81670       -0.125939E+01   0.183447E-01      0.581566E+01  -0.847128E-01      0.620280E-14  -0.894785E-16

                                    0.581566E+01  -0.847128E-01     -0.268558E+02   0.391190E+00     -0.270252E-13   0.394557E-15

                                    0.620280E-14  -0.894785E-16     -0.270252E-13   0.394557E-15     -0.416198E-03   0.479348E-05

      0.00000    63395.14440       -0.125758E+01   0.182061E-01      0.580727E+01  -0.840726E-01      0.619395E-14  -0.888001E-16

                                    0.580727E+01  -0.840726E-01     -0.268170E+02   0.388233E+00     -0.269860E-13   0.391577E-15

                                    0.619395E-14  -0.888001E-16     -0.269860E-13   0.391577E-15     -0.415726E-03   0.475406E-05

      0.00000    63435.47210       -0.125577E+01   0.180685E-01      0.579895E+01  -0.834371E-01      0.618516E-14  -0.881266E-16

                                    0.579895E+01  -0.834371E-01     -0.267786E+02   0.385299E+00     -0.269472E-13   0.388620E-15

                                    0.618516E-14  -0.881266E-16     -0.269472E-13   0.388620E-15     -0.415258E-03   0.471489E-05

      0.00000    63475.79980       -0.125398E+01   0.179318E-01      0.579068E+01  -0.828062E-01      0.617643E-14  -0.874580E-16

                                    0.579068E+01  -0.828062E-01     -0.267404E+02   0.382385E+00     -0.269087E-13   0.385684E-15

                                    0.617643E-14  -0.874580E-16     -0.269087E-13   0.385684E-15     -0.414793E-03   0.467597E-05

      0.00000    63516.12750       -0.125221E+01   0.177962E-01      0.578248E+01  -0.821799E-01      0.616776E-14  -0.867943E-16

                                    0.578248E+01  -0.821799E-01     -0.267025E+02   0.379493E+00     -0.268705E-13   0.382769E-15

                                    0.616776E-14  -0.867943E-16     -0.268705E-13   0.382769E-15     -0.414332E-03   0.463728E-05

      0.00000    63556.45520       -0.125044E+01   0.176616E-01      0.577433E+01  -0.815582E-01      0.615916E-14  -0.861353E-16

                                    0.577433E+01  -0.815582E-01     -0.266649E+02   0.376622E+00     -0.268326E-13   0.379875E-15

                                    0.615916E-14  -0.861353E-16     -0.268326E-13   0.379875E-15     -0.413875E-03   0.459881E-05

      0.00000    63596.78290       -0.124869E+01   0.175279E-01      0.576625E+01  -0.809408E-01      0.615062E-14  -0.854809E-16

                                    0.576625E+01  -0.809408E-01     -0.266276E+02   0.373771E+00     -0.267949E-13   0.377003E-15

                                    0.615062E-14  -0.854809E-16     -0.267949E-13   0.377003E-15     -0.413422E-03   0.456055E-05

      0.00000    63637.11060       -0.124695E+01   0.173951E-01      0.575823E+01  -0.803278E-01      0.614215E-14  -0.848311E-16

                                    0.575823E+01  -0.803278E-01     -0.265905E+02   0.370941E+00     -0.267575E-13   0.374150E-15

                                    0.614215E-14  -0.848311E-16     -0.267575E-13   0.374150E-15     -0.412973E-03   0.452249E-05

      0.00000    63677.43830       -0.124523E+01   0.172633E-01      0.575026E+01  -0.797192E-01      0.613375E-14  -0.841858E-16

                                    0.575026E+01  -0.797192E-01     -0.265538E+02   0.368130E+00     -0.267205E-13   0.371317E-15

                                    0.613375E-14  -0.841858E-16     -0.267205E-13   0.371317E-15     -0.412528E-03   0.448462E-05

      0.00000    63717.76600       -0.124352E+01   0.171324E-01      0.574236E+01  -0.791148E-01      0.612540E-14  -0.835451E-16

                                    0.574236E+01  -0.791148E-01     -0.265173E+02   0.365339E+00     -0.266837E-13   0.368505E-15

                                    0.612540E-14  -0.835451E-16     -0.266837E-13   0.368505E-15     -0.412086E-03   0.444695E-05

      0.00000    63758.09370       -0.124182E+01   0.170025E-01      0.573452E+01  -0.785146E-01      0.611712E-14  -0.829087E-16

                                    0.573452E+01  -0.785146E-01     -0.264810E+02   0.362567E+00     -0.266471E-13   0.365712E-15

                                    0.611712E-14  -0.829087E-16     -0.266471E-13   0.365712E-15     -0.411648E-03   0.440948E-05

      0.00000    63798.42140       -0.124013E+01   0.168734E-01      0.572673E+01  -0.779185E-01      0.610890E-14  -0.822767E-16

                                    0.572673E+01  -0.779185E-01     -0.264451E+02   0.359815E+00     -0.266109E-13   0.362938E-15

                                    0.610890E-14  -0.822767E-16     -0.266109E-13   0.362938E-15     -0.411213E-03   0.437222E-05

      0.00000    63838.74910       -0.123846E+01   0.167452E-01      0.571900E+01  -0.773266E-01      0.610074E-14  -0.816489E-16

                                    0.571900E+01  -0.773266E-01     -0.264094E+02   0.357081E+00     -0.265749E-13   0.360184E-15

                                    0.610074E-14  -0.816489E-16     -0.265749E-13   0.360184E-15     -0.410782E-03   0.433516E-05

      0.00000    63879.07680       -0.123680E+01   0.166179E-01      0.571134E+01  -0.767386E-01      0.609265E-14  -0.810255E-16

                                    0.571134E+01  -0.767386E-01     -0.263740E+02   0.354366E+00     -0.265391E-13   0.357448E-15

                                    0.609265E-14  -0.810255E-16     -0.265391E-13   0.357448E-15     -0.410355E-03   0.429831E-05

      0.00000    63919.40450       -0.123515E+01   0.164914E-01      0.570372E+01  -0.761547E-01      0.608462E-14  -0.804062E-16

                                    0.570372E+01  -0.761547E-01     -0.263389E+02   0.351670E+00     -0.265037E-13   0.354731E-15

                                    0.608462E-14  -0.804062E-16     -0.265037E-13   0.354731E-15     -0.409931E-03   0.426165E-05

      0.00000    63959.73220       -0.123352E+01   0.163658E-01      0.569617E+01  -0.755746E-01      0.607664E-14  -0.797910E-16

                                    0.569617E+01  -0.755746E-01     -0.263040E+02   0.348991E+00     -0.264685E-13   0.352032E-15

                                    0.607664E-14  -0.797910E-16     -0.264685E-13   0.352032E-15     -0.409511E-03   0.422517E-05

      0.00000    64000.05990       -0.123189E+01   0.162410E-01      0.568867E+01  -0.749985E-01      0.606873E-14  -0.791798E-16

                                    0.568867E+01  -0.749985E-01     -0.262693E+02   0.346330E+00     -0.264336E-13   0.349350E-15

                                    0.606873E-14  -0.791798E-16     -0.264336E-13   0.349350E-15     -0.409095E-03   0.418885E-05

      0.00000    64040.38760       -0.123028E+01   0.161171E-01      0.568123E+01  -0.744261E-01      0.606088E-14  -0.785727E-16

                                    0.568123E+01  -0.744261E-01     -0.262350E+02   0.343687E+00     -0.263989E-13   0.346688E-15

                                    0.606088E-14  -0.785727E-16     -0.263989E-13   0.346688E-15     -0.408682E-03   0.415267E-05

      0.00000    64080.71530       -0.122868E+01   0.159940E-01      0.567385E+01  -0.738575E-01      0.605308E-14  -0.779695E-16

                                    0.567385E+01  -0.738575E-01     -0.262009E+02   0.341062E+00     -0.263645E-13   0.344042E-15

                                    0.605308E-14  -0.779695E-16     -0.263645E-13   0.344042E-15     -0.408273E-03   0.411664E-05

      0.00000    64121.04300       -0.122709E+01   0.158717E-01      0.566652E+01  -0.732927E-01      0.604535E-14  -0.773701E-16

                                    0.566652E+01  -0.732927E-01     -0.261670E+02   0.338453E+00     -0.263304E-13   0.341414E-15

                                    0.604535E-14  -0.773701E-16     -0.263304E-13   0.341414E-15     -0.407867E-03   0.408075E-05

      0.00000    64161.37070       -0.122552E+01   0.157501E-01      0.565925E+01  -0.727315E-01      0.603767E-14  -0.767746E-16

                                    0.565925E+01  -0.727315E-01     -0.261335E+02   0.335862E+00     -0.262965E-13   0.338803E-15

                                    0.603767E-14  -0.767746E-16     -0.262965E-13   0.338803E-15     -0.407464E-03   0.404502E-05

      0.00000    64201.69840       -0.122396E+01   0.156294E-01      0.565203E+01  -0.721739E-01      0.603006E-14  -0.761829E-16

                                    0.565203E+01  -0.721739E-01     -0.261001E+02   0.333287E+00     -0.262628E-13   0.336209E-15

                                    0.603006E-14  -0.761829E-16     -0.262628E-13   0.336209E-15     -0.407065E-03   0.400946E-05

      0.00000    64242.02610       -0.122241E+01   0.155094E-01      0.564487E+01  -0.716199E-01      0.602249E-14  -0.755950E-16

                                    0.564487E+01  -0.716199E-01     -0.260671E+02   0.330729E+00     -0.262295E-13   0.333632E-15

                                    0.602249E-14  -0.755950E-16     -0.262295E-13   0.333632E-15     -0.406669E-03   0.397409E-05

      0.00000    64282.35380       -0.122087E+01   0.153902E-01      0.563776E+01  -0.710694E-01      0.601499E-14  -0.750108E-16

                                    0.563776E+01  -0.710694E-01     -0.260342E+02   0.328187E+00     -0.261964E-13   0.331071E-15

                                    0.601499E-14  -0.750108E-16     -0.261964E-13   0.331071E-15     -0.406277E-03   0.393890E-05

      0.00000    64322.68150       -0.121934E+01   0.152717E-01      0.563070E+01  -0.705224E-01      0.600755E-14  -0.744302E-16

                                    0.563070E+01  -0.705224E-01     -0.260017E+02   0.325661E+00     -0.261636E-13   0.328526E-15

                                    0.600755E-14  -0.744302E-16     -0.261636E-13   0.328526E-15     -0.405888E-03   0.390390E-05

      0.00000    64363.00920       -0.121782E+01   0.151540E-01      0.562370E+01  -0.699788E-01      0.600016E-14  -0.738532E-16

                                    0.562370E+01  -0.699788E-01     -0.259693E+02   0.323151E+00     -0.261309E-13   0.325996E-15

                                    0.600016E-14  -0.738532E-16     -0.261309E-13   0.325996E-15     -0.405503E-03   0.386908E-05

      0.00000    64403.33690       -0.121632E+01   0.150371E-01      0.561676E+01  -0.694387E-01      0.599283E-14  -0.732799E-16

                                    0.561676E+01  -0.694387E-01     -0.259372E+02   0.320656E+00     -0.260985E-13   0.323484E-15

                                    0.599283E-14  -0.732799E-16     -0.260985E-13   0.323484E-15     -0.405121E-03   0.383443E-05

      0.00000    64443.66460       -0.121483E+01   0.149208E-01      0.560986E+01  -0.689018E-01      0.598556E-14  -0.727100E-16

                                    0.560986E+01  -0.689018E-01     -0.259054E+02   0.318177E+00     -0.260664E-13   0.320987E-15

                                    0.598556E-14  -0.727100E-16     -0.260664E-13   0.320987E-15     -0.404742E-03   0.379993E-05

      0.00000    64483.99230       -0.121334E+01   0.148053E-01      0.560302E+01  -0.683683E-01      0.597834E-14  -0.721436E-16

