    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag

                                   -0.217162E+02  -0.252091E+02      0.100282E+03   0.116411E+03      0.102172E-12   0.117315E-12

                                   -0.219417E-13  -0.267227E-13      0.102172E-12   0.117315E-12     -0.218289E-03   0.156519E-02

      0.00000    42828.01740        0.472636E+01   0.552571E+01     -0.218256E+02  -0.255168E+02     -0.220968E-13  -0.270207E-13

                                   -0.218256E+02  -0.255168E+02      0.100787E+03   0.117832E+03      0.102641E-12   0.118776E-12

                                   -0.220968E-13  -0.270207E-13      0.102641E-12   0.118776E-12     -0.154693E-03   0.154328E-02

      0.00000    42868.34510        0.475225E+01   0.560511E+01     -0.219451E+02  -0.258834E+02     -0.222620E-13  -0.273836E-13

                                   -0.219451E+02  -0.258834E+02      0.101339E+03   0.119525E+03      0.103158E-12   0.120509E-12

                                   -0.222620E-13  -0.273836E-13      0.103158E-12   0.120509E-12     -0.914452E-04   0.152855E-02

      0.00000    42908.67280        0.477763E+01   0.569849E+01     -0.220623E+02  -0.263147E+02     -0.224242E-13  -0.278170E-13

                                   -0.220623E+02  -0.263147E+02      0.101880E+03   0.121517E+03      0.103664E-12   0.122540E-12

                                   -0.224242E-13  -0.278170E-13      0.103664E-12   0.122540E-12     -0.289284E-04   0.152087E-02

      0.00000    42949.00050        0.479945E+01   0.580645E+01     -0.221630E+02  -0.268132E+02     -0.225689E-13  -0.283237E-13

                                   -0.221630E+02  -0.268132E+02      0.102345E+03   0.123819E+03      0.104094E-12   0.124883E-12

                                   -0.225689E-13  -0.283237E-13      0.104094E-12   0.124883E-12      0.323870E-04   0.152009E-02

      0.00000    42989.32820        0.481438E+01   0.592882E+01     -0.222320E+02  -0.273783E+02     -0.226801E-13  -0.289026E-13

                                   -0.222320E+02  -0.273783E+02      0.102664E+03   0.126429E+03      0.104375E-12   0.127534E-12

                                   -0.226801E-13  -0.289026E-13      0.104375E-12   0.127534E-12      0.919677E-04   0.152598E-02

      0.00000    43029.65590        0.481905E+01   0.606466E+01     -0.222536E+02  -0.280056E+02     -0.227415E-13  -0.295491E-13

                                   -0.222536E+02  -0.280056E+02      0.102763E+03   0.129325E+03      0.104436E-12   0.130471E-12

                                   -0.227415E-13  -0.295491E-13      0.104436E-12   0.130471E-12      0.149278E-03   0.153819E-02

      0.00000    43069.98360        0.481021E+01   0.621211E+01     -0.222127E+02  -0.286865E+02     -0.227375E-13  -0.302542E-13

                                   -0.222127E+02  -0.286865E+02      0.102575E+03   0.132469E+03      0.104205E-12   0.133657E-12

                                   -0.227375E-13  -0.302542E-13      0.104205E-12   0.133657E-12      0.203869E-03   0.155623E-02

      0.00000    43110.31130        0.478496E+01   0.636837E+01     -0.220962E+02  -0.294081E+02     -0.226544E-13  -0.310043E-13

                                   -0.220962E+02  -0.294081E+02      0.102036E+03   0.135802E+03      0.103621E-12   0.137031E-12

                                   -0.226544E-13  -0.310043E-13      0.103621E-12   0.137031E-12      0.255459E-03   0.157951E-02

      0.00000    43150.63900        0.474121E+01   0.652975E+01     -0.218941E+02  -0.301533E+02     -0.224823E-13  -0.317817E-13

                                   -0.218941E+02  -0.301533E+02      0.101103E+03   0.139243E+03      0.102637E-12   0.140512E-12

                                   -0.224823E-13  -0.317817E-13      0.102637E-12   0.140512E-12      0.303989E-03   0.160749E-02

      0.00000    43190.96670        0.467795E+01   0.669195E+01     -0.216020E+02  -0.309023E+02     -0.222164E-13  -0.325658E-13

                                   -0.216020E+02  -0.309023E+02      0.997544E+02   0.142702E+03      0.101233E-12   0.144007E-12

                                   -0.222164E-13  -0.325658E-13      0.101233E-12   0.144007E-12      0.349598E-03   0.163971E-02

      0.00000    43231.29440        0.459548E+01   0.685047E+01     -0.212211E+02  -0.316343E+02     -0.218586E-13  -0.333355E-13

                                   -0.212211E+02  -0.316343E+02      0.979957E+02   0.146082E+03      0.994130E-13   0.147420E-12

                                   -0.218586E-13  -0.333355E-13      0.994130E-13   0.147420E-12      0.392538E-03   0.167599E-02

      0.00000    43271.62210        0.449541E+01   0.700105E+01     -0.207590E+02  -0.323297E+02     -0.214164E-13  -0.340707E-13

                                   -0.207590E+02  -0.323297E+02      0.958618E+02   0.149293E+03      0.972134E-13   0.150659E-12

                                   -0.214164E-13  -0.340707E-13      0.972134E-13   0.150659E-12      0.433045E-03   0.171636E-02

      0.00000    43311.94980        0.438054E+01   0.714007E+01     -0.202286E+02  -0.329716E+02     -0.209031E-13  -0.347546E-13

                                   -0.202286E+02  -0.329716E+02      0.934123E+02   0.152258E+03      0.946944E-13   0.153643E-12

                                   -0.209031E-13  -0.347546E-13      0.946944E-13   0.153643E-12      0.471226E-03   0.176109E-02

      0.00000    43352.27750        0.425469E+01   0.726481E+01     -0.196475E+02  -0.335477E+02     -0.203365E-13  -0.353746E-13

                                   -0.196475E+02  -0.335477E+02      0.907287E+02   0.154918E+03      0.919390E-13   0.156314E-12

                                   -0.203365E-13  -0.353746E-13      0.919390E-13   0.156314E-12      0.506987E-03   0.181059E-02

      0.00000    43392.60520        0.412251E+01   0.737390E+01     -0.190371E+02  -0.340515E+02     -0.197382E-13  -0.359248E-13

                                   -0.190371E+02  -0.340515E+02      0.879100E+02   0.157244E+03      0.890482E-13   0.158641E-12

                                   -0.197382E-13  -0.359248E-13      0.890482E-13   0.158641E-12      0.540022E-03   0.186530E-02

      0.00000    43432.93290        0.398905E+01   0.746773E+01     -0.184208E+02  -0.344847E+02     -0.191318E-13  -0.364070E-13

                                   -0.184208E+02  -0.344847E+02      0.850640E+02   0.159245E+03      0.861317E-13   0.160634E-12

                                   -0.191318E-13  -0.364070E-13      0.861317E-13   0.160634E-12      0.569812E-03   0.192566E-02

      0.00000    43473.26060        0.385898E+01   0.754873E+01     -0.178201E+02  -0.348588E+02     -0.185385E-13  -0.368334E-13

                                   -0.178201E+02  -0.348588E+02      0.822903E+02   0.160972E+03      0.832917E-13   0.162344E-12

                                   -0.185385E-13  -0.368334E-13      0.832917E-13   0.162344E-12      0.595613E-03   0.199209E-02

      0.00000    43513.58830        0.373559E+01   0.762131E+01     -0.172503E+02  -0.351939E+02     -0.179732E-13  -0.372244E-13

                                   -0.172503E+02  -0.351939E+02      0.796591E+02   0.162520E+03      0.806001E-13   0.163866E-12

                                   -0.179732E-13  -0.372244E-13      0.806001E-13   0.163866E-12      0.616428E-03   0.206487E-02

      0.00000    43553.91600        0.361979E+01   0.769107E+01     -0.167156E+02  -0.355161E+02     -0.174393E-13  -0.376066E-13

                                   -0.167156E+02  -0.355161E+02      0.771899E+02   0.164007E+03      0.780779E-13   0.165324E-12

                                   -0.174393E-13  -0.376066E-13      0.780779E-13   0.165324E-12      0.631010E-03   0.214408E-02

      0.00000    43594.24370        0.350966E+01   0.776356E+01     -0.162070E+02  -0.358508E+02     -0.169266E-13  -0.380059E-13

                                   -0.162070E+02  -0.358508E+02      0.748413E+02   0.165553E+03      0.756837E-13   0.166835E-12

                                   -0.169266E-13  -0.380059E-13      0.756837E-13   0.166835E-12      0.637945E-03   0.222940E-02

      0.00000    43634.57140        0.340059E+01   0.784289E+01     -0.157034E+02  -0.362172E+02     -0.164128E-13  -0.384410E-13

                                   -0.157034E+02  -0.362172E+02      0.725155E+02   0.167245E+03      0.733191E-13   0.168492E-12

                                   -0.164128E-13  -0.384410E-13      0.733191E-13   0.168492E-12      0.635848E-03   0.232007E-02

      0.00000    43674.89910        0.328624E+01   0.793051E+01     -0.151753E+02  -0.366218E+02     -0.158672E-13  -0.389179E-13

                                   -0.151753E+02  -0.366218E+02      0.700770E+02   0.169113E+03      0.708471E-13   0.170326E-12

                                   -0.158672E-13  -0.389179E-13      0.708471E-13   0.170326E-12      0.623607E-03   0.241493E-02

      0.00000    43715.22680        0.315986E+01   0.802458E+01     -0.145917E+02  -0.370562E+02     -0.152577E-13  -0.394271E-13

                                   -0.145917E+02  -0.370562E+02      0.673821E+02   0.171119E+03      0.681220E-13   0.172297E-12

                                   -0.152577E-13  -0.394271E-13      0.681220E-13   0.172297E-12      0.600558E-03   0.251263E-02

      0.00000    43755.55450        0.301592E+01   0.811999E+01     -0.139270E+02  -0.374967E+02     -0.145580E-13  -0.399437E-13

                                   -0.139270E+02  -0.374967E+02      0.643127E+02   0.173154E+03      0.650237E-13   0.174296E-12

                                   -0.145580E-13  -0.399437E-13      0.650237E-13   0.174296E-12      0.566479E-03   0.261200E-02

      0.00000    43795.88220        0.285158E+01   0.820908E+01     -0.131681E+02  -0.379082E+02     -0.137549E-13  -0.404312E-13

                                   -0.131681E+02  -0.379082E+02      0.608082E+02   0.175054E+03      0.614905E-13   0.176158E-12

                                   -0.137549E-13  -0.404312E-13      0.614905E-13   0.176158E-12      0.521339E-03   0.271228E-02

      0.00000    43836.20990        0.266772E+01   0.828318E+01     -0.123191E+02  -0.382504E+02     -0.128523E-13  -0.408489E-13

                                   -0.123191E+02  -0.382504E+02      0.568876E+02   0.176634E+03      0.575421E-13   0.177694E-12

                                   -0.128523E-13  -0.408489E-13      0.575421E-13   0.177694E-12      0.464844E-03   0.281328E-02

      0.00000    43876.53760        0.246920E+01   0.833445E+01     -0.114024E+02  -0.384871E+02     -0.118723E-13  -0.411598E-13

                                   -0.114024E+02  -0.384871E+02      0.526543E+02   0.177727E+03      0.532845E-13   0.178734E-12

                                   -0.118723E-13  -0.411598E-13      0.532845E-13   0.178734E-12      0.395947E-03   0.291506E-02

      0.00000    43916.86530        0.226404E+01   0.835771E+01     -0.104550E+02  -0.385945E+02     -0.108510E-13  -0.413395E-13

                                   -0.104550E+02  -0.385945E+02      0.482793E+02   0.178223E+03      0.488930E-13   0.179166E-12

                                   -0.108510E-13  -0.413395E-13      0.488930E-13   0.179166E-12      0.312527E-03   0.301734E-02

      0.00000    43957.19300        0.206178E+01   0.835165E+01     -0.952095E+01  -0.385665E+02     -0.983129E-14  -0.413808E-13

                                   -0.952095E+01  -0.385665E+02      0.439661E+02   0.178094E+03      0.445770E-13   0.178962E-12

                                   -0.983129E-14  -0.413808E-13      0.445770E-13   0.178962E-12      0.211472E-03   0.311872E-02

      0.00000    43997.52070        0.187150E+01   0.831899E+01     -0.864226E+01  -0.384157E+02     -0.885330E-14  -0.412941E-13

                                   -0.864226E+01  -0.384157E+02      0.399085E+02   0.177397E+03      0.405358E-13   0.178184E-12

                                   -0.885330E-14  -0.412941E-13      0.405358E-13   0.178184E-12      0.893007E-04   0.321582E-02

      0.00000    44037.84840        0.170014E+01   0.826559E+01     -0.785095E+01  -0.381691E+02     -0.794781E-14  -0.411033E-13

                                   -0.785095E+01  -0.381691E+02      0.362544E+02   0.176259E+03      0.369220E-13   0.176964E-12

                                   -0.794781E-14  -0.411033E-13      0.369220E-13   0.176964E-12     -0.566895E-04   0.330290E-02

      0.00000    44078.17610        0.155154E+01   0.819907E+01     -0.716477E+01  -0.378620E+02     -0.713252E-14  -0.408384E-13

                                   -0.716477E+01  -0.378620E+02      0.330857E+02   0.174840E+03      0.338194E-13   0.175472E-12

                                   -0.713252E-14  -0.408384E-13      0.338194E-13   0.175472E-12     -0.226989E-03   0.337208E-02

      0.00000    44118.50380        0.142638E+01   0.812723E+01     -0.658679E+01  -0.375302E+02     -0.641263E-14  -0.405301E-13

                                   -0.658679E+01  -0.375302E+02      0.304167E+02   0.173308E+03      0.312403E-13   0.173884E-12

                                   -0.641263E-14  -0.405301E-13      0.312403E-13   0.173884E-12     -0.418621E-03   0.341455E-02

      0.00000    44158.83150        0.132269E+01   0.805685E+01     -0.610797E+01  -0.372052E+02     -0.578371E-14  -0.402049E-13

                                   -0.610797E+01  -0.372052E+02      0.282056E+02   0.171808E+03      0.291371E-13   0.172352E-12

                                   -0.578371E-14  -0.402049E-13      0.291371E-13   0.172352E-12     -0.624632E-03   0.342241E-02

      0.00000    44199.15920        0.123673E+01   0.799306E+01     -0.571100E+01  -0.369106E+02     -0.523525E-14  -0.398834E-13

                                   -0.571100E+01  -0.369106E+02      0.263724E+02   0.170447E+03      0.274214E-13   0.170990E-12

                                   -0.523525E-14  -0.398834E-13      0.274214E-13   0.170990E-12     -0.834716E-03   0.339070E-02

      0.00000    44239.48690        0.116381E+01   0.793900E+01     -0.537430E+01  -0.366610E+02     -0.475350E-14  -0.395801E-13

                                   -0.537430E+01  -0.366610E+02      0.248176E+02   0.169294E+03      0.259832E-13   0.169868E-12

                                   -0.475350E-14  -0.395801E-13      0.259832E-13   0.169868E-12     -0.103697E-02   0.331890E-02

      0.00000    44279.81460        0.109911E+01   0.789593E+01     -0.507551E+01  -0.364621E+02     -0.432342E-14  -0.393035E-13

                                   -0.507551E+01  -0.364621E+02      0.234379E+02   0.168376E+03      0.247097E-13   0.169010E-12

                                   -0.432342E-14  -0.393035E-13      0.247097E-13   0.169010E-12     -0.122020E-02   0.321115E-02

      0.00000    44320.14230        0.103823E+01   0.786343E+01     -0.479435E+01  -0.363120E+02     -0.393021E-14  -0.390574E-13

                                   -0.479435E+01  -0.363120E+02      0.221395E+02   0.167683E+03      0.234994E-13   0.168402E-12

                                   -0.393021E-14  -0.390574E-13      0.234994E-13   0.168402E-12     -0.137591E-02   0.307529E-02

      0.00000    44360.47000        0.977708E+00   0.783982E+01     -0.451489E+01  -0.362030E+02     -0.356086E-14  -0.388402E-13

                                   -0.451489E+01  -0.362030E+02      0.208490E+02   0.167179E+03      0.222742E-13   0.167999E-12

                                   -0.356086E-14  -0.388402E-13      0.222742E-13   0.167999E-12     -0.149947E-02   0.292102E-02

      0.00000    44400.79770        0.915341E+00   0.782265E+01     -0.422689E+01  -0.361237E+02     -0.320551E-14  -0.386474E-13

                                   -0.422689E+01  -0.361237E+02      0.195191E+02   0.166813E+03      0.209856E-13   0.167742E-12

                                   -0.320551E-14  -0.386474E-13      0.209856E-13   0.167742E-12     -0.159005E-02   0.275807E-02

      0.00000    44441.12540        0.850194E+00   0.780933E+01     -0.392605E+01  -0.360622E+02     -0.285831E-14  -0.384724E-13

                                   -0.392605E+01  -0.360622E+02      0.181299E+02   0.166529E+03      0.196148E-13   0.167569E-12

                                   -0.285831E-14  -0.384724E-13      0.196148E-13   0.167569E-12     -0.164985E-02   0.259472E-02

      0.00000    44481.45310        0.782433E+00   0.779759E+01     -0.361314E+01  -0.360080E+02     -0.251724E-14  -0.383088E-13

                                   -0.361314E+01  -0.360080E+02      0.166849E+02   0.166279E+03      0.181684E-13   0.167427E-12

                                   -0.251724E-14  -0.383088E-13      0.181684E-13   0.167427E-12     -0.168290E-02   0.243715E-02

      0.00000    44521.78080        0.712952E+00   0.778588E+01     -0.329229E+01  -0.359539E+02     -0.218320E-14  -0.381520E-13

                                   -0.329229E+01  -0.359539E+02      0.152033E+02   0.166029E+03      0.166689E-13   0.167277E-12

                                   -0.218320E-14  -0.381520E-13      0.166689E-13   0.167277E-12     -0.169398E-02   0.228933E-02

      0.00000    44562.10850        0.642956E+00   0.777339E+01     -0.296907E+01  -0.358962E+02     -0.185863E-14  -0.379998E-13

                                   -0.296907E+01  -0.358962E+02      0.137107E+02   0.165763E+03      0.151460E-13   0.167103E-12

                                   -0.185863E-14  -0.379998E-13      0.151460E-13   0.167103E-12     -0.168781E-02   0.215335E-02

      0.00000    44602.43620        0.573594E+00   0.776007E+01     -0.264876E+01  -0.358347E+02     -0.154605E-14  -0.378522E-13

                                   -0.264876E+01  -0.358347E+02      0.122315E+02   0.165479E+03      0.136276E-13   0.166902E-12

                                   -0.154605E-14  -0.378522E-13      0.136276E-13   0.166902E-12     -0.166853E-02   0.202991E-02

      0.00000    44642.76390        0.505688E+00   0.774640E+01     -0.233519E+01  -0.357716E+02     -0.124703E-14  -0.377115E-13

                                   -0.233519E+01  -0.357716E+02      0.107835E+02   0.165187E+03      0.121339E-13   0.166684E-12

                                   -0.124703E-14  -0.377115E-13      0.121339E-13   0.166684E-12     -0.163951E-02   0.191881E-02

      0.00000    44683.09160        0.439591E+00   0.773313E+01     -0.202996E+01  -0.357103E+02     -0.961430E-15  -0.375807E-13

                                   -0.202996E+01  -0.357103E+02      0.937401E+01   0.164904E+03      0.106744E-13   0.166466E-12

                                   -0.961430E-15  -0.375807E-13      0.106744E-13   0.166466E-12     -0.160333E-02   0.181938E-02

      0.00000    44723.41930        0.375160E+00   0.772105E+01     -0.173243E+01  -0.356545E+02     -0.687250E-15  -0.374630E-13

                                   -0.173243E+01  -0.356545E+02      0.800005E+01   0.164647E+03      0.924728E-14   0.166267E-12

                                   -0.687250E-15  -0.374630E-13      0.924728E-14   0.166267E-12     -0.156193E-02   0.173079E-02

      0.00000    44763.74700        0.311860E+00   0.771071E+01     -0.144012E+01  -0.356068E+02     -0.420980E-15  -0.373603E-13

                                   -0.144012E+01  -0.356068E+02      0.665022E+01   0.164426E+03      0.784202E-14   0.166099E-12

                                   -0.420980E-15  -0.373603E-13      0.784202E-14   0.166099E-12     -0.151674E-02   0.165221E-02

      0.00000    44804.07470        0.248968E+00   0.770226E+01     -0.114969E+01  -0.355678E+02     -0.158460E-15  -0.372729E-13

                                   -0.114969E+01  -0.355678E+02      0.530910E+01   0.164246E+03      0.644372E-14   0.165965E-12

                                   -0.158460E-15  -0.372729E-13      0.644372E-14   0.165965E-12     -0.146891E-02   0.158290E-02

      0.00000    44844.40240        0.185831E+00   0.769549E+01     -0.858135E+00  -0.355365E+02      0.104019E-15  -0.371993E-13

                                   -0.858135E+00  -0.355365E+02      0.396272E+01   0.164102E+03      0.503884E-14   0.165861E-12

                                    0.104019E-15  -0.371993E-13      0.503884E-14   0.165861E-12     -0.141933E-02   0.152215E-02

      0.00000    44884.73010        0.122080E+00   0.768990E+01     -0.563743E+00  -0.355107E+02      0.368692E-15  -0.371367E-13

                                   -0.563743E+00  -0.355107E+02      0.260327E+01   0.163982E+03      0.361997E-14   0.165777E-12

                                    0.368692E-15  -0.371367E-13      0.361997E-14   0.165777E-12     -0.136875E-02   0.146931E-02

      0.00000    44925.05780        0.577235E-01   0.768498E+01     -0.266558E+00  -0.354880E+02      0.635938E-15  -0.370821E-13

                                   -0.266558E+00  -0.354880E+02      0.123092E+01   0.163877E+03      0.218768E-14   0.165703E-12

                                    0.635938E-15  -0.370821E-13      0.218768E-14   0.165703E-12     -0.131779E-02   0.142374E-02

      0.00000    44965.38550       -0.693179E-02   0.768042E+01      0.320099E-01  -0.354669E+02      0.904624E-15  -0.370340E-13

                                    0.320099E-01  -0.354669E+02     -0.147816E+00   0.163780E+03      0.748944E-15   0.165632E-12

                                    0.904624E-15  -0.370340E-13      0.748944E-15   0.165632E-12     -0.126687E-02   0.138486E-02

      0.00000    45005.71320       -0.714848E-01   0.767629E+01      0.330105E+00  -0.354478E+02      0.117308E-14  -0.369921E-13

                                    0.330105E+00  -0.354478E+02     -0.152437E+01   0.163692E+03     -0.687317E-15   0.165565E-12

                                    0.117308E-14  -0.369921E-13     -0.687317E-15   0.165565E-12     -0.121632E-02   0.135213E-02

      0.00000    45046.04090       -0.135659E+00   0.767294E+01      0.626452E+00  -0.354324E+02      0.144016E-14  -0.369578E-13

                                    0.626452E+00  -0.354324E+02     -0.289285E+01   0.163621E+03     -0.211496E-14   0.165512E-12

                                    0.144016E-14  -0.369578E-13     -0.211496E-14   0.165512E-12     -0.116634E-02   0.132516E-02

      0.00000    45086.36860       -0.199446E+00   0.767095E+01      0.921006E+00  -0.354232E+02      0.170594E-14  -0.369336E-13

                                    0.921006E+00  -0.354232E+02     -0.425305E+01   0.163578E+03     -0.353363E-14   0.165484E-12

                                    0.170594E-14  -0.369336E-13     -0.353363E-14   0.165484E-12     -0.111714E-02   0.130364E-02

      0.00000    45126.69630       -0.263132E+00   0.767093E+01      0.121510E+01  -0.354231E+02      0.197193E-14  -0.369223E-13

                                    0.121510E+01  -0.354231E+02     -0.561113E+01   0.163578E+03     -0.494944E-14   0.165495E-12

                                    0.197193E-14  -0.369223E-13     -0.494944E-14   0.165495E-12     -0.106892E-02   0.128737E-02

      0.00000    45167.02400       -0.327285E+00   0.767344E+01      0.151135E+01  -0.354347E+02      0.224097E-14  -0.369264E-13

                                    0.151135E+01  -0.354347E+02     -0.697915E+01   0.163631E+03     -0.637448E-14   0.165557E-12

                                    0.224097E-14  -0.369264E-13     -0.637448E-14   0.165557E-12     -0.102195E-02   0.127620E-02

      0.00000    45207.35170       -0.392745E+00   0.767893E+01      0.181363E+01  -0.354600E+02      0.251726E-14  -0.369479E-13

                                    0.181363E+01  -0.354600E+02     -0.837504E+01   0.163748E+03     -0.782673E-14   0.165680E-12

                                    0.251726E-14  -0.369479E-13     -0.782673E-14   0.165680E-12     -0.976583E-03   0.126997E-02

      0.00000    45247.67940       -0.460643E+00   0.768764E+01      0.212717E+01  -0.355002E+02      0.280637E-14  -0.369877E-13

                                    0.212717E+01  -0.355002E+02     -0.982294E+01   0.163934E+03     -0.933048E-14   0.165871E-12

                                    0.280637E-14  -0.369877E-13     -0.933048E-14   0.165871E-12     -0.933204E-03   0.126844E-02

      0.00000    45288.00710       -0.532382E+00   0.769945E+01      0.245845E+01  -0.355548E+02      0.311516E-14  -0.370452E-13

                                    0.245845E+01  -0.355548E+02     -0.113527E+02   0.164186E+03     -0.109158E-13   0.166125E-12

                                    0.311516E-14  -0.370452E-13     -0.109158E-13   0.166125E-12     -0.892211E-03   0.127127E-02

      0.00000    45328.33480       -0.609488E+00   0.771367E+01      0.281452E+01  -0.356205E+02      0.345104E-14  -0.371167E-13

                                    0.281452E+01  -0.356205E+02     -0.129970E+02   0.164489E+03     -0.126157E-13   0.166429E-12

                                    0.345104E-14  -0.371167E-13     -0.126157E-13   0.166429E-12     -0.853929E-03   0.127804E-02

      0.00000    45368.66250       -0.693365E+00   0.772901E+01      0.320184E+01  -0.356913E+02      0.382072E-14  -0.371958E-13

                                    0.320184E+01  -0.356913E+02     -0.147856E+02   0.164816E+03     -0.144604E-13   0.166755E-12

                                    0.382072E-14  -0.371958E-13     -0.144604E-13   0.166755E-12     -0.818554E-03   0.128824E-02

      0.00000    45408.99020       -0.785003E+00   0.774355E+01      0.362502E+01  -0.357585E+02      0.422888E-14  -0.372731E-13

                                    0.362502E+01  -0.357585E+02     -0.167397E+02   0.165127E+03     -0.164714E-13   0.167060E-12

                                    0.422888E-14  -0.372731E-13     -0.164714E-13   0.167060E-12     -0.786123E-03   0.130136E-02

      0.00000    45449.31790       -0.884750E+00   0.775500E+01      0.408563E+01  -0.358113E+02      0.467711E-14  -0.373377E-13

                                    0.408563E+01  -0.358113E+02     -0.188668E+02   0.165371E+03     -0.186563E-13   0.167298E-12

                                    0.467711E-14  -0.373377E-13     -0.186563E-13   0.167298E-12     -0.756532E-03   0.131700E-02

      0.00000    45489.64560       -0.992165E+00   0.776086E+01      0.458165E+01  -0.358384E+02      0.516316E-14  -0.373775E-13

                                    0.458165E+01  -0.358384E+02     -0.211573E+02   0.165496E+03     -0.210056E-13   0.167412E-12

                                    0.516316E-14  -0.373775E-13     -0.210056E-13   0.167412E-12     -0.729596E-03   0.133491E-02

      0.00000    45529.97330       -0.110595E+01   0.775877E+01      0.510707E+01  -0.358287E+02      0.568085E-14  -0.373815E-13

                                    0.510707E+01  -0.358287E+02     -0.235836E+02   0.165451E+03     -0.234912E-13   0.167352E-12

                                    0.568085E-14  -0.373815E-13     -0.234912E-13   0.167352E-12     -0.705135E-03   0.135498E-02

      0.00000    45570.30100       -0.122394E+01   0.774677E+01      0.565194E+01  -0.357733E+02      0.621992E-14  -0.373404E-13

                                    0.565194E+01  -0.357733E+02     -0.260997E+02   0.165195E+03     -0.260665E-13   0.167076E-12

                                    0.621992E-14  -0.373404E-13     -0.260665E-13   0.167076E-12     -0.683034E-03   0.137724E-02

      0.00000    45610.62870       -0.134325E+01   0.772371E+01      0.620292E+01  -0.356668E+02      0.676685E-14  -0.372491E-13

                                    0.620292E+01  -0.356668E+02     -0.286440E+02   0.164703E+03     -0.286690E-13   0.166559E-12

                                    0.676685E-14  -0.372491E-13     -0.286690E-13   0.166559E-12     -0.663281E-03   0.140182E-02

      0.00000    45650.95640       -0.146061E+01   0.768957E+01      0.674488E+01  -0.355091E+02      0.730628E-14  -0.371073E-13

                                    0.674488E+01  -0.355091E+02     -0.311467E+02   0.163975E+03     -0.312272E-13   0.165799E-12

                                    0.730628E-14  -0.371073E-13     -0.312272E-13   0.165799E-12     -0.645983E-03   0.142886E-02

      0.00000    45691.28410       -0.157289E+01   0.764566E+01      0.726334E+01  -0.353064E+02      0.782366E-14  -0.369214E-13

                                    0.726334E+01  -0.353064E+02     -0.335409E+02   0.163039E+03     -0.336732E-13   0.164826E-12

                                    0.782366E-14  -0.369214E-13     -0.336732E-13   0.164826E-12     -0.631373E-03   0.145857E-02

      0.00000    45731.61180       -0.167772E+01   0.759448E+01      0.774741E+01  -0.350700E+02      0.830816E-14  -0.367034E-13

                                    0.774741E+01  -0.350700E+02     -0.357763E+02   0.161948E+03     -0.359554E-13   0.163691E-12

                                    0.830816E-14  -0.367034E-13     -0.359554E-13   0.163691E-12     -0.619840E-03   0.149112E-02

      0.00000    45771.93950       -0.177401E+01   0.753924E+01      0.819208E+01  -0.348150E+02      0.875511E-14  -0.364683E-13

                                    0.819208E+01  -0.348150E+02     -0.378297E+02   0.160770E+03     -0.380500E-13   0.162468E-12

                                    0.875511E-14  -0.364683E-13     -0.380500E-13   0.162468E-12     -0.611968E-03   0.152660E-02

      0.00000    45812.26720       -0.186218E+01   0.748324E+01      0.859923E+01  -0.345564E+02      0.916694E-14  -0.362316E-13

                                    0.859923E+01  -0.345564E+02     -0.397098E+02   0.159576E+03     -0.399651E-13   0.161226E-12

                                    0.916694E-14  -0.362316E-13     -0.399651E-13   0.161226E-12     -0.608522E-03   0.156493E-02

      0.00000    45852.59490       -0.194397E+01   0.742912E+01      0.897695E+01  -0.343065E+02      0.955245E-14  -0.360055E-13

                                    0.897695E+01  -0.343065E+02     -0.414541E+02   0.158422E+03     -0.417382E-13   0.160023E-12

                                    0.955245E-14  -0.360055E-13     -0.417382E-13   0.160023E-12     -0.610355E-03   0.160571E-02

      0.00000    45892.92260       -0.202203E+01   0.737836E+01      0.933740E+01  -0.340720E+02      0.992457E-14  -0.357962E-13

                                    0.933740E+01  -0.340720E+02     -0.431186E+02   0.157339E+03     -0.434259E-13   0.158892E-12

                                    0.992457E-14  -0.357962E-13     -0.434259E-13   0.158892E-12     -0.618236E-03   0.164816E-02

      0.00000    45933.25030       -0.209923E+01   0.733102E+01      0.969388E+01  -0.338534E+02      0.102971E-13  -0.356035E-13

                                    0.969388E+01  -0.338534E+02     -0.447647E+02   0.156330E+03     -0.450904E-13   0.157834E-12

                                    0.102971E-13  -0.356035E-13     -0.450904E-13   0.157834E-12     -0.632636E-03   0.169122E-02

      0.00000    45973.57800       -0.217802E+01   0.728584E+01      0.100577E+02  -0.336448E+02      0.106817E-13  -0.354205E-13

                                    0.100577E+02  -0.336448E+02     -0.464450E+02   0.155366E+03     -0.467848E-13   0.156824E-12

                                    0.106817E-13  -0.354205E-13     -0.467848E-13   0.156824E-12     -0.653588E-03   0.173373E-02

      0.00000    46013.90570       -0.225990E+01   0.724058E+01      0.104359E+02  -0.334358E+02      0.110851E-13  -0.352361E-13

                                    0.104359E+02  -0.334358E+02     -0.481911E+02   0.154401E+03     -0.485419E-13   0.155813E-12

