# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.4800  eV
#     vib freq     dsigma/dOmega
       0.0000         0.87425E+03
      23.6997         0.32744E-01
      40.6518         0.99742E-01
      53.9545         0.25383E-01
      62.8630         0.33375E-04
      69.5887         0.16058E+01
     101.7442         0.72529E+01
     118.2485         0.58886E+00
     138.7096         0.55038E+01
     149.1788         0.33013E+00
     159.8440         0.72797E-02
     167.9592         0.36864E+01
     175.7391         0.13681E-01
     183.5732         0.36189E+00
     192.1327         0.38737E-01
     224.4472         0.28362E-01
     254.1260         0.24243E-01
     282.0351         0.35813E-01
     305.9821         0.32639E+01
     309.8139         0.39426E-01
     325.0444         0.61807E-03
     344.1425         0.13538E+01
     395.8559         0.53199E-03
     415.6368         0.97664E+01
     431.5848         0.92769E-01
     438.6288         0.24586E+01
     465.4921         0.67166E+00
     482.3865         0.14487E+02
     531.9302         0.80500E+00
     567.0993         0.55481E+01
     608.9594         0.34834E+02
     625.2400         0.53791E-03
     636.2482         0.10439E+01
     684.2638         0.26024E+01
     762.3259         0.10844E+00
     766.6493         0.27596E+01
     783.2079         0.56247E-03
     809.4517         0.18150E+00
     825.0917         0.11560E+00
     882.3865         0.18438E+00
     912.2086         0.10546E+01
     956.4500         0.49174E-02
    1012.2769         0.13935E+01
    1051.7976         0.21946E+01
    1080.6899         0.78380E-02
    1201.8191         0.94519E+01
    1248.7788         0.13046E+02
    1270.7560         0.12338E+01
    1397.0368         0.26502E+02
    1429.4934         0.19530E+01
    1470.7923         0.71269E-04
    1478.7287         0.26264E+02
    1492.2555         0.28932E+00
    1504.5582         0.20117E+02
    1552.3293         0.20692E+02
    1594.8073         0.40777E+01
    1606.2932         0.12828E+01
    1633.1116         0.67112E+00
    1669.2503         0.17570E+00
    1710.0514         0.24064E+02
    1726.4697         0.14217E+03
    1749.6754         0.17254E+02
    3059.8482         0.10873E+01
    3117.0181         0.97049E-02
    3144.5536         0.96757E+00
    3234.9849         0.11986E+01
    3295.0749         0.10795E+01
    3410.5667         0.17853E+00
    3434.6024         0.11123E+02
    3523.2178         0.28443E+01
    3668.4810         0.20998E+00
    3695.2025         0.57464E+00
    3734.8106         0.67084E+00
    3879.3355         0.16782E-01
    3892.8912         0.74522E-01
    3896.9960         0.18964E+00
