# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.4640  eV
#     vib freq     dsigma/dOmega
       0.0000         0.15632E-02
     108.5770         0.67146E-27
     147.3594         0.36475E-26
     151.6440         0.15283E-25
     280.1280         0.38433E-06
     296.0279         0.13706E-26
     396.8479         0.13727E-06
     400.1156         0.14748E-26
     466.3041         0.62749E-05
     554.3560         0.15458E-05
     554.8476         0.99592E-26
     615.3021         0.35186E-08
     671.0284         0.35253E-27
     744.6052         0.91220E-04
     773.5632         0.79631E-27
     779.8878         0.13285E-25
     816.2598         0.25073E-05
     928.4716         0.85060E-26
     980.6945         0.12873E-03
    1033.7507         0.13989E-04
    1079.1456         0.17102E-25
    1172.7219         0.33922E-04
    1216.2715         0.44332E-04
    1248.9032         0.21014E-05
    1390.6017         0.12899E-06
    1424.5589         0.24846E-04
    1435.1168         0.13706E-04
    1448.0939         0.15074E-03
    1476.8132         0.67248E-24
    1501.5438         0.56630E-05
    1524.1819         0.50711E-04
    1740.4536         0.46371E-04
    1797.5726         0.31136E-05
    1836.2278         0.84425E-03
    3060.4326         0.40962E-06
    3120.4254         0.23094E-30
    3138.3661         0.17977E-07
    3217.6725         0.13125E-06
    3623.8158         0.19118E-05
    3667.3273         0.25840E-06
