 # full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
 #at incident freq = ABS maximum    5.53500000000000        eV
 #    vib freq     dsigma/dOmega
       0.0000         0.16517E+07
      23.6997         0.29133E+02
      40.6518         0.10488E+02
      53.9545         0.18212E+02
      62.8630         0.14658E+02
      69.5887         0.92134E+02
     101.7442         0.83919E+03
     118.2485         0.62173E+02
     138.7096         0.64919E+02
     149.1788         0.11154E+03
     159.8440         0.46700E+01
     167.9591         0.12642E+02
     175.7391         0.29796E+02
     183.5732         0.81846E+01
     192.1327         0.69177E+02
     224.4472         0.32580E+02
     254.1259         0.59071E+01
     282.0350         0.13398E+02
     305.9820         0.51271E+02
     309.8139         0.82367E+02
     325.0443         0.16297E+02
     344.1424         0.15389E+03
     395.8558         0.54530E+01
     415.6368         0.19980E+04
     431.5847         0.30094E+02
     438.6288         0.11519E+04
     465.4920         0.34007E+03
     482.3864         0.42058E+04
     531.9302         0.13212E+03
     567.0992         0.13569E+04
     608.9593         0.43587E+04
     625.2399         0.60641E+03
     636.2481         0.65573E+04
     684.2637         0.81113E+02
     762.3258         0.43423E+03
     766.6492         0.15536E+05
     783.2078         0.19081E+03
     809.4516         0.63709E+02
     825.0916         0.13359E+05
     882.3864         0.71797E+03
     912.2085         0.23703E+03
     956.4498         0.23606E+01
    1012.2767         0.94619E+04
    1051.7974         0.25755E+04
    1080.6898         0.11759E+02
    1201.8189         0.15031E+05
    1248.7787         0.68011E+04
    1270.7559         0.51405E+05
    1397.0366         0.10168E+06
    1429.4932         0.84244E+02
    1470.7921         0.14806E+01
    1478.7285         0.14000E+05
    1492.2553         0.18611E+04
    1504.5580         0.27024E+05
    1552.3291         0.27332E+05
    1594.8071         0.56943E+03
    1606.2929         0.10541E+04
    1633.1113         0.16720E+04
    1669.2500         0.53908E+04
    1710.0512         0.27973E+05
    1726.4695         0.15481E+06
    1749.6751         0.16291E+05
    3059.8478         0.12681E+04
    3117.0176         0.22634E+00
    3144.5532         0.30997E+03
    3234.9845         0.66923E+04
    3295.0745         0.28595E+04
    3410.5662         0.64033E+03
    3434.6019         0.26394E+04
    3523.2173         0.76120E+03
    3668.4805         0.20638E+03
    3695.2019         0.28445E+03
    3734.8101         0.33533E+03
    3879.3350         0.28624E+00
    3892.8906         0.21528E+02
    3896.9955         0.20352E+02
