# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7900  eV
#     vib freq     dsigma/dOmega
       0.0000         0.66039E+02
     134.2028         0.59016E-01
     160.4145         0.16021E-02
     196.2225         0.11670E-01
     302.9662         0.12110E-01
     314.0737         0.65271E-04
     428.0712         0.73114E-03
     432.8977         0.68691E-01
     481.6447         0.25845E+00
     574.2820         0.12318E-01
     635.1156         0.26820E-02
     759.3504         0.19227E-01
     765.2594         0.18477E+01
     782.4596         0.25781E-01
     804.9719         0.35993E-02
     824.8905         0.20470E+00
     880.9217         0.83439E-01
     956.3940         0.58687E-03
    1011.0315         0.26539E+01
    1050.4946         0.22758E+01
    1080.6847         0.98663E-04
    1201.1152         0.41763E+00
    1248.2618         0.14897E+01
    1270.6608         0.45150E+00
    1397.0576         0.12045E+00
    1429.5035         0.75515E-02
    1470.7923         0.42809E-06
    1478.6589         0.28087E+01
    1492.2903         0.94056E-02
    1504.0930         0.11403E-02
    1551.7409         0.24959E+01
    1702.4011         0.65198E-01
    1725.7630         0.25151E-02
    1742.7371         0.15564E+02
    3059.8494         0.11015E-01
    3117.0181         0.61070E-05
    3144.5544         0.56578E-04
    3234.9849         0.38330E-04
    3303.5019         0.14349E+00
    3435.8805         0.74906E-01
