# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7320  eV
#     vib freq     dsigma/dOmega
       0.0000         0.14668E+07
     108.5770         0.31863E-20
     147.3594         0.11072E-17
     151.6440         0.50028E-17
     280.1280         0.71999E+01
     296.0279         0.45380E-18
     396.8479         0.10631E+05
     400.1156         0.43453E-15
     466.3041         0.38466E+04
     554.3560         0.13687E+04
     554.8476         0.79411E-17
     615.3021         0.12535E+04
     671.0284         0.28381E-18
     744.6052         0.34301E+05
     773.5632         0.56641E-19
     779.8878         0.41286E-18
     816.2598         0.26587E+05
     928.4716         0.15804E-17
     980.6945         0.17833E+05
    1033.7507         0.23714E+04
    1079.1456         0.23106E-17
    1172.7219         0.35706E+03
    1216.2715         0.46576E+05
    1248.9032         0.18730E+05
    1390.6017         0.30250E+05
    1424.5589         0.25967E+05
    1435.1168         0.18692E+05
    1448.0939         0.11599E+06
    1476.8132         0.37971E-16
    1501.5438         0.49132E+04
    1524.1819         0.32844E+06
    1740.4536         0.94744E+05
    1797.5726         0.14456E+05
    1836.2278         0.32017E+05
    3060.4326         0.19781E+04
    3120.4254         0.22737E-18
    3138.3661         0.99289E+03
    3217.6725         0.14200E+03
    3623.8158         0.75688E+00
    3667.3273         0.80099E+03
