# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.2720  eV
#     vib freq     dsigma/dOmega
       0.0000         0.41975E+07
      23.6997         0.23436E+02
      40.6518         0.55895E+02
      53.9545         0.17226E+00
      62.8630         0.81603E+02
      69.5887         0.16366E+02
     101.7442         0.69407E+01
     118.2485         0.19321E+02
     138.7096         0.87248E+00
     149.1788         0.74685E+03
     159.8440         0.31960E+02
     167.9592         0.25990E+02
     175.7391         0.11461E+03
     183.5732         0.65517E+02
     192.1327         0.37429E+03
     224.4472         0.29639E+03
     254.1260         0.10306E+01
     282.0351         0.39233E+02
     305.9821         0.18723E+03
     309.8139         0.43071E+03
     325.0444         0.46245E+02
     344.1425         0.34788E+03
     395.8559         0.66568E+00
     415.6368         0.12181E+05
     431.5848         0.18971E+03
     438.6288         0.77397E+04
     465.4921         0.13262E+04
     482.3865         0.77542E+04
     531.9302         0.51646E+03
     567.0993         0.84292E+03
     608.9594         0.49041E+02
     625.2400         0.19700E+03
     636.2482         0.35263E+04
     684.2638         0.51676E+03
     762.3259         0.40010E+04
     766.6493         0.86277E+05
     783.2079         0.93102E+03
     809.4517         0.27989E+01
     825.0917         0.61624E+05
     882.3865         0.15912E+00
     912.2086         0.14757E+03
     956.4500         0.87432E+01
    1012.2769         0.28783E+05
    1051.7976         0.28526E+05
    1080.6899         0.43489E+02
    1201.8191         0.10620E+04
    1248.7788         0.18689E+06
    1270.7560         0.15734E+05
    1397.0368         0.66816E+05
    1429.4934         0.21047E+04
    1470.7923         0.16399E+01
    1478.7287         0.92269E+05
    1492.2555         0.16770E+05
    1504.5582         0.46696E+06
    1552.3293         0.92214E+06
    1594.8073         0.44018E+04
    1606.2932         0.86716E+03
    1633.1116         0.60841E+01
    1669.2503         0.10597E+04
    1710.0514         0.48389E+03
    1726.4697         0.25537E+06
    1749.6754         0.26130E+05
    3059.8482         0.56401E+04
    3117.0181         0.11678E+02
    3144.5536         0.25052E+04
    3234.9849         0.51767E+03
    3295.0749         0.11569E+04
    3410.5667         0.41297E-01
    3434.6024         0.14518E+04
    3523.2178         0.48895E+02
    3668.4810         0.75775E+03
    3695.2025         0.18290E+04
    3734.8106         0.15660E+04
    3879.3355         0.77907E+00
    3892.8912         0.28667E+00
    3896.9960         0.74731E+02
