# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.1440  eV
#     vib freq     dsigma/dOmega
       0.0000         0.20628E-03
     108.5770         0.14752E-26
     147.3594         0.60962E-27
     151.6440         0.20051E-26
     280.1280         0.28119E-06
     296.0279         0.39069E-28
     396.8479         0.10830E-05
     400.1156         0.48449E-25
     466.3041         0.97679E-07
     554.3560         0.14566E-06
     554.8476         0.14286E-26
     615.3021         0.84261E-06
     671.0284         0.32037E-30
     744.6052         0.54677E-06
     773.5632         0.21091E-28
     779.8878         0.44679E-27
     816.2598         0.34396E-07
     928.4716         0.38132E-27
     980.6945         0.16546E-05
    1033.7507         0.14338E-05
    1079.1456         0.60282E-27
    1172.7219         0.92294E-07
    1216.2715         0.22006E-05
    1248.9032         0.24546E-07
    1390.6017         0.11453E-06
    1424.5589         0.20431E-05
    1435.1168         0.14984E-06
    1448.0939         0.22629E-05
    1476.8132         0.23937E-28
    1501.5438         0.39706E-06
    1524.1819         0.45040E-05
    1740.4536         0.41419E-08
    1797.5726         0.81644E-04
    1836.2278         0.58209E-05
    3060.4326         0.70601E-09
    3120.4254         0.79813E-30
    3138.3661         0.13393E-08
    3217.6725         0.17133E-07
    3623.8158         0.12521E-06
    3667.3273         0.27971E-07
