# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7650  eV
#     vib freq     dsigma/dOmega
       0.0000         0.10446E+07
     134.2028         0.51625E+01
     160.4145         0.74802E+00
     196.2225         0.10915E-01
     302.9662         0.26216E+03
     314.0737         0.51037E+01
     428.0712         0.22921E+04
     432.8977         0.24050E+04
     481.6447         0.99415E+02
     574.2820         0.23962E+04
     635.1156         0.46935E+04
     759.3504         0.20638E+01
     765.2594         0.21482E+04
     782.4596         0.62843E+02
     804.9719         0.77371E+02
     824.8905         0.76238E+04
     880.9217         0.10255E+04
     956.3940         0.80982E+00
    1011.0315         0.79643E+04
    1050.4946         0.33544E+01
    1080.6847         0.25506E+01
    1201.1152         0.18821E+05
    1248.2618         0.11574E+05
    1270.6608         0.18533E+05
    1397.0576         0.92479E+04
    1429.5035         0.39326E+03
    1470.7923         0.39657E+00
    1478.6589         0.10343E+05
    1492.2903         0.11429E+05
    1504.0930         0.13791E+06
    1551.7409         0.66546E+05
    1702.4011         0.12131E+06
    1725.7630         0.52571E+03
    1742.7371         0.58999E+05
    3059.8494         0.14377E+03
    3117.0181         0.10259E-02
    3144.5544         0.63241E-01
    3234.9849         0.20142E+04
    3303.5019         0.41674E+04
    3435.8805         0.45333E+03
