  Pre-resonance RR spectrum
  According to gradient approx. in arb. units
  
   Raman shift(cm-1)     Intensity(arb units)
   23.6997352419354       7.871232486388711E-008
   40.6517816006634       4.262043634686871E-008
   53.9544965264917       2.826884716246604E-008
   62.8630171491630       5.118633053008420E-008
   69.5886825212930       4.842197272352503E-008
   101.744224029482       4.895473847726788E-007
   118.248472730226       5.962821622907173E-008
   138.709570169578       4.107943067961365E-008
   149.178783859682       1.111213584027181E-008
   159.843988739577       3.265649254386169E-008
   167.959132412470       1.293791710784645E-006
   175.739091131377       3.412240160573756E-008
   183.573184452196       2.916939204602373E-009
   192.132660968712       2.333153150925365E-007
   224.447165862640       5.154873958941977E-009
   254.125933956761       2.751592846991959E-008
   282.035047395118       2.451429186481082E-008
   305.982024094330       3.815747135664661E-007
   309.813905632099       1.361590809064298E-007
   325.044325309661       1.906349277759529E-008
   344.142441433074       2.356262773575354E-008
   395.855816743411       5.854393208412052E-007
   415.636767405925       5.072799837013269E-008
   431.584707601711       3.248856643394300E-007
   438.628768017273       7.380008162099276E-008
   465.491986533697       6.646592464134991E-008
   482.386413309967       7.012186183912082E-007
   531.930171000887       2.383586960208792E-009
   567.099239704225       4.140010747134812E-008
   608.959282169616       2.665261318057623E-009
   625.239905284843       3.375150478951480E-007
   636.248071213416       1.973036678079915E-007
   684.263726095192       1.500314037226566E-006
   762.325752903034       1.340181114450941E-008
   766.649180157236       1.460671072282747E-006
   783.207809651384       2.048812779414206E-008
   809.451631467583       3.387708015390352E-010
   825.091633039753       1.410726563867041E-007
   882.386415533503       2.138505734021152E-007
   912.208516073397       1.606473312575153E-006
   956.449845373117       2.138813810602185E-010
   1012.27673121049       5.160504852013677E-007
   1051.79740567240       1.419059953504501E-007
   1080.68978806951       2.936365383728298E-011
   1201.81892460342       1.877621317188896E-006
   1248.77866510322       4.258372028847016E-006
   1270.75585334993       2.736497583152615E-006
   1397.03663766636       1.881092553047543E-008
   1429.49322272196       1.033850463215069E-007
   1470.79209011455       1.257657861400175E-010
   1478.72849558711       2.483825346721886E-006
   1492.25531580604       1.608039430577901E-006
   1504.55799205295       1.488854083575952E-005
   1552.32905066910       2.006695346851733E-006
   1594.80705219751       1.455893309068352E-007
   1606.29292884899       4.162830353714839E-008
   1633.11133670488       5.663462033531016E-007
   1669.25002802677       6.938164722566965E-006
   1710.05115924375       9.153605647266950E-005
   1726.46945688145       1.111073111660120E-008
   1749.67514635566       1.586716681352652E-005
   3059.84780310493       1.726383671002283E-008
   3117.01761777200       8.732926934018781E-011
   3144.55318670806       9.492844663282746E-009
   3234.98447545953       3.289059231638212E-007
   3295.07446911818       1.579590499736266E-006
   3410.56623020588       7.245812878588107E-007
   3434.60192156542       8.357593927337087E-007
   3523.21729447624       5.538175423261844E-006
   3668.48046022784       3.615289828619113E-011
   3695.20194163983       1.818225319785634E-012
   3734.81007365276       9.025669516478447E-009
   3879.33499759780       1.133843691701442E-009
   3892.89061514769       1.636325865512967E-007
   3896.99547226871       1.296661358424999E-013
