 # Mode   Huang-Rhys factor
           1  3.212542400089815E-003
           2  3.254045682308043E-004
           3  3.168445954786791E-006
           4  3.178418820606765E-002
           5  5.755418973863591E-004
           6  0.138637403065483     
           7  0.142224028423637     
           8  4.743639920257525E-003
           9  8.029832102204691E-002
          10  0.128534130100202     
          11  3.955711237454591E-005
          12  4.054426228655285E-002
          13  1.134793204192399E-003
          14  1.320576619010020E-003
          15  0.123964902959223     
          16  1.464201152154851E-002
          17  9.835495209200296E-006
          18  8.676468686649234E-002
          19  3.391761267385713E-005
          20  2.440924583979715E-005
          21  0.146960503686719     
          22  8.397834998875851E-002
          23  0.130002358493262     
          24  5.426146926996549E-002
          25  2.210746414028057E-003
          26  2.114533700265398E-006
          27  5.460871501965761E-002
          28  5.932671982884104E-002
          29  0.705538063199184     
          30  0.321461289607388     
          31  0.495110326362021     
          32  2.093664712413370E-003
          33  0.230873879897270     
          34  2.264636479104858E-004
          35  1.578718727888685E-009
          36  9.626940787838027E-008
          37  2.964067051829176E-003
          38  5.987834309817797E-003
          39  6.243876309281695E-004
