# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     6.7900  eV
#     vib freq     dsigma/dOmega
       0.0000         0.51322E+02
      23.6997         0.61346E-02
      40.6518         0.12297E-01
      53.9545         0.20337E-02
      62.8630         0.94767E-03
      69.5887         0.25475E-02
     101.7442         0.97033E-01
     118.2485         0.57633E-02
     138.7096         0.11222E-02
     149.1788         0.36979E-01
     159.8440         0.11633E-02
     167.9592         0.85553E-02
     175.7391         0.52451E-01
     183.5732         0.77990E-02
     192.1327         0.27308E-02
     224.4472         0.69953E-04
     254.1260         0.93052E-03
     282.0351         0.10451E-03
     305.9821         0.40888E-02
     309.8139         0.23605E-03
     325.0444         0.19896E-02
     344.1425         0.70522E-01
     395.8559         0.25531E-01
     415.6368         0.46959E-01
     431.5848         0.10525E-01
     438.6288         0.15469E+00
     465.4921         0.96373E-03
     482.3865         0.15558E+00
     531.9302         0.98079E-04
     567.0993         0.17039E+00
     608.9594         0.12044E+01
     625.2400         0.17007E-01
     636.2482         0.43748E-02
     684.2638         0.21149E-02
     762.3259         0.49924E-02
     766.6493         0.61585E+00
     783.2079         0.14900E-01
     809.4517         0.15747E-03
     825.0917         0.94624E-01
     882.3865         0.83593E-02
     912.2086         0.60701E-01
     956.4500         0.51627E-03
    1012.2769         0.11636E+01
    1051.7976         0.12346E+01
    1080.6899         0.96421E-04
    1201.8191         0.29628E+00
    1248.7788         0.12089E+01
    1270.7560         0.37912E+00
    1397.0368         0.13826E+00
    1429.4934         0.94114E-02
    1470.7923         0.13434E-05
    1478.7287         0.38400E+01
    1492.2555         0.91986E-02
    1504.5582         0.30055E-02
    1552.3293         0.35363E+01
    1594.8073         0.92362E-02
    1606.2932         0.20685E-05
    1633.1116         0.20909E-01
    1669.2503         0.22565E-01
    1710.0514         0.30613E-01
    1726.4697         0.17041E+00
    1749.6754         0.12213E+02
    3059.8482         0.98537E-02
    3117.0181         0.58322E-05
    3144.5536         0.55217E-04
    3234.9849         0.41890E-04
    3295.0749         0.15180E+00
    3410.5667         0.82413E-02
    3434.6024         0.85820E-01
    3523.2178         0.77531E-04
    3668.4810         0.11592E+00
    3695.2025         0.49885E-01
    3734.8106         0.94546E-01
    3879.3355         0.54177E-05
    3892.8912         0.14163E-06
    3896.9960         0.15072E-01
