 # full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
 #at incident freq = ABS maximum    6.27500000000000        eV
 #    vib freq     dsigma/dOmega
       0.0000         0.58976E+07
     134.2028         0.32938E+02
     160.4145         0.28069E+01
     196.2225         0.93637E+02
     302.9662         0.20608E+02
     314.0737         0.42890E+03
     428.0711         0.86247E+04
     432.8977         0.13066E+05
     481.6446         0.93620E+04
     574.2819         0.10774E+04
     635.1155         0.44839E+04
     759.3503         0.25143E+04
     765.2593         0.82621E+05
     782.4595         0.80553E+03
     804.9718         0.14497E+02
     824.8904         0.58437E+05
     880.9216         0.31079E+02
     956.3939         0.63934E+01
    1011.0313         0.30272E+05
    1050.4944         0.29662E+05
    1080.6846         0.44753E+02
    1201.1150         0.35336E+04
    1248.2616         0.20564E+06
    1270.6606         0.28453E+05
    1397.0574         0.78636E+05
    1429.5033         0.22000E+04
    1470.7921         0.18458E+01
    1478.6587         0.97772E+05
    1492.2900         0.17056E+05
    1504.0927         0.48101E+06
    1551.7407         0.99169E+06
    1702.4008         0.77104E+04
    1725.7628         0.23845E+06
    1742.7369         0.52077E+05
    3059.8489         0.58494E+04
    3117.0176         0.12176E+02
    3144.5540         0.25658E+04
    3234.9844         0.17657E+04
    3303.5014         0.16144E+04
    3435.8800         0.16765E+04
