# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.5350  eV
#     vib freq     dsigma/dOmega
       0.0000         0.40400E+00
      23.6997         0.90529E-04
      40.6518         0.49121E-04
      53.9545         0.32634E-04
      62.8630         0.59154E-04
      69.5887         0.56005E-04
     101.7442         0.56839E-03
     118.2485         0.69365E-04
     138.7096         0.47901E-04
     149.1788         0.12973E-04
     159.8440         0.38170E-04
     167.9592         0.15136E-02
     175.7391         0.39954E-04
     183.5732         0.34184E-05
     192.1327         0.27368E-03
     224.4472         0.60676E-05
     254.1260         0.32486E-04
     282.0351         0.29022E-04
     305.9821         0.45275E-03
     309.8139         0.16162E-03
     325.0444         0.22659E-04
     344.1425         0.28053E-04
     395.8559         0.69995E-03
     415.6368         0.60740E-04
     431.5848         0.38945E-03
     438.6288         0.88508E-04
     465.4921         0.79853E-04
     482.3865         0.84332E-03
     531.9302         0.28743E-05
     567.0993         0.50001E-04
     608.9594         0.32238E-05
     625.2400         0.40844E-03
     636.2482         0.23883E-03
     684.2638         0.18177E-02
     762.3259         0.16241E-04
     766.6493         0.17701E-02
     783.2079         0.24824E-04
     809.4517         0.41031E-06
     825.0917         0.17081E-03
     882.3865         0.25850E-03
     912.2086         0.19396E-02
     956.4500         0.25768E-06
    1012.2769         0.61964E-03
    1051.7976         0.16991E-03
    1080.6899         0.35079E-07
    1201.8191         0.22176E-02
    1248.7788         0.50034E-02
    1270.7560         0.32070E-02
    1397.0368         0.21691E-04
    1429.4934         0.11867E-03
    1470.7923         0.14351E-06
    1478.7287         0.28309E-02
    1492.2555         0.18291E-02
    1504.5582         0.16904E-01
    1552.3293         0.22619E-02
    1594.8073         0.16302E-03
    1606.2932         0.46527E-04
    1633.1116         0.63029E-03
    1669.2503         0.76765E-02
    1710.0514         0.10060E+00
    1726.4697         0.12178E-04
    1749.6754         0.17324E-01
    3059.8482         0.14241E-04
    3117.0181         0.70707E-07
    3144.5536         0.76150E-05
    3234.9849         0.25557E-03
    3295.0749         0.12003E-02
    3410.5667         0.52602E-03
    3434.6024         0.60074E-03
    3523.2178         0.38329E-02
    3668.4810         0.23418E-07
    3695.2025         0.11629E-08
    3734.8106         0.56634E-05
    3879.3355         0.66179E-06
    3892.8912         0.94843E-04
    3896.9960         0.74996E-10
