# full RR spectrum in 10**-30 cm**2 sr**-1 molec**-1
# at incident freq = ABS maximum     5.5350  eV
#     vib freq     dsigma/dOmega
       0.0000         0.36034E+00
      23.6997         0.87308E-04
      40.6518         0.49820E-04
      53.9545         0.34390E-04
      62.8630         0.63921E-04
      69.5887         0.61657E-04
     101.7442         0.68184E-03
     118.2485         0.86787E-04
     138.7096         0.63031E-04
     149.1788         0.17504E-04
     159.8440         0.52812E-04
     167.9592         0.21339E-02
     175.7391         0.57339E-04
     183.5732         0.49932E-05
     192.1327         0.40744E-03
     224.4472         0.96829E-05
     254.1260         0.55089E-04
     282.0351         0.51977E-04
     305.9821         0.84828E-03
     309.8139         0.30495E-03
     325.0444         0.43956E-04
     344.1425         0.56298E-04
     395.8559         0.15328E-02
     415.6368         0.13730E-03
     431.5848         0.90253E-03
     438.6288         0.20735E-03
     465.4921         0.19475E-03
     482.3865         0.21077E-02
     531.9302         0.76891E-05
     567.0993         0.13989E-03
     608.9594         0.94751E-05
     625.2400         0.12222E-02
     636.2482         0.72313E-03
     684.2638         0.57703E-02
     762.3259         0.54860E-04
     766.6493         0.59962E-02
     783.2079         0.84969E-04
     809.4517         0.14249E-05
     825.0917         0.59759E-03
     882.3865         0.92199E-03
     912.2086         0.69518E-02
     956.4500         0.92394E-06
    1012.2769         0.21962E-02
    1051.7976         0.59230E-03
    1080.6899         0.12027E-06
    1201.8191         0.68116E-02
    1248.7788         0.14487E-01
    1270.7560         0.90071E-02
    1397.0368         0.49692E-04
    1429.4934         0.25646E-03
    1470.7923         0.28728E-06
    1478.7287         0.55832E-02
    1492.2555         0.35163E-02
    1504.5582         0.31747E-01
    1552.3293         0.38771E-02
    1594.8073         0.25763E-03
    1606.2932         0.71943E-04
    1633.1116         0.92650E-03
    1669.2503         0.10553E-01
    1710.0514         0.12853E+00
    1726.4697         0.15120E-04
    1749.6754         0.20680E-01
    3059.8482         0.24369E-04
    3117.0181         0.11821E-06
    3144.5536         0.12565E-04
    3234.9849         0.40164E-03
    3295.0749         0.18219E-02
    3410.5667         0.74710E-03
    3434.6024         0.84190E-03
    3523.2178         0.51248E-02
    3668.4810         0.29245E-07
    3695.2025         0.14359E-08
    3734.8106         0.68818E-05
    3879.3355         0.76370E-06
    3892.8912         0.10898E-03
    3896.9960         0.86062E-10
